DATA_TYPE COF
VERSION Tekscan 압력 측정 시스템 7.00-23
HARDWARE 00114-A989
MAP_VERSION 8.0
HW_TYPE 7
VersaPogoFsx 0
VersaV6CuffFsx 1
파일 이름 C:\Tekscan\FScan\Database\MOVIES\이재영\03R.fsx
SENSOR_TYPE FSCAN
ROWS 60
COLS 21
ROW_SPACING 0.508 centimeters
COL_SPACING 0.508 centimeters
SENSEL_AREA 0.258064 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.01
MICRO_SECOND 1
TIME 2021-12-09 5:07:15.28오후
SATURATION_PRESSURE 713.825 KPa 
CALIBRATION_POINT_1 179 (Pounds) 11022 (Raw Sum) 474 (Number of Loaded Cells)
CALIBRATION_MODE_1 단계
CALIBRATION_INFO C:\Tekscan\FScan\Database\MOVIES\이재영\03R.fsx
SENSITIVITY 기본
MAP_INDEX 0
SUBMAP 0
START_FRAME 1
END_FRAME 8523
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
45, 0.44, 2021-12-09 5:07:15.72오후, 18.57, 6.05, 4248
46, 0.45, 2021-12-09 5:07:15.73오후, 18.57, 6.04, 4240
47, 0.46, 2021-12-09 5:07:15.74오후, 18.54, 6.04, 4246
48, 0.47, 2021-12-09 5:07:15.75오후, 18.55, 6.05, 4256
49, 0.48, 2021-12-09 5:07:15.76오후, 18.52, 6.05, 4258
50, 0.49, 2021-12-09 5:07:15.77오후, 18.50, 6.04, 4248
51, 0.5, 2021-12-09 5:07:15.78오후, 18.49, 6.04, 4253
52, 0.51, 2021-12-09 5:07:15.79오후, 18.50, 6.05, 4250
53, 0.52, 2021-12-09 5:07:15.8오후, 18.48, 6.04, 4251
54, 0.53, 2021-12-09 5:07:15.81오후, 18.48, 6.05, 4252
55, 0.54, 2021-12-09 5:07:15.82오후, 18.46, 6.05, 4257
56, 0.55, 2021-12-09 5:07:15.83오후, 18.47, 6.05, 4254
57, 0.56, 2021-12-09 5:07:15.84오후, 18.45, 6.04, 4250
58, 0.57, 2021-12-09 5:07:15.85오후, 18.44, 6.04, 4253
59, 0.58, 2021-12-09 5:07:15.86오후, 18.41, 6.06, 4267
60, 0.59, 2021-12-09 5:07:15.87오후, 18.38, 6.06, 4265
61, 0.6, 2021-12-09 5:07:15.88오후, 18.41, 6.05, 4276
62, 0.61, 2021-12-09 5:07:15.89오후, 18.42, 6.04, 4260
63, 0.62, 2021-12-09 5:07:15.9오후, 18.42, 6.05, 4263
64, 0.63, 2021-12-09 5:07:15.91오후, 18.44, 6.05, 4264
65, 0.64, 2021-12-09 5:07:15.92오후, 18.42, 6.04, 4264
66, 0.65, 2021-12-09 5:07:15.93오후, 18.40, 6.04, 4272
67, 0.66, 2021-12-09 5:07:15.94오후, 18.39, 6.04, 4267
68, 0.67, 2021-12-09 5:07:15.95오후, 18.41, 6.05, 4257
69, 0.68, 2021-12-09 5:07:15.96오후, 18.40, 6.05, 4255
70, 0.69, 2021-12-09 5:07:15.97오후, 18.42, 6.04, 4263
71, 0.7, 2021-12-09 5:07:15.98오후, 18.42, 6.04, 4259
72, 0.71, 2021-12-09 5:07:15.99오후, 18.39, 6.04, 4258
73, 0.72, 2021-12-09 5:07:16오후, 18.41, 6.05, 4271
74, 0.73, 2021-12-09 5:07:16.01오후, 18.38, 6.05, 4273
75, 0.74, 2021-12-09 5:07:16.02오후, 18.35, 6.06, 4275
76, 0.75, 2021-12-09 5:07:16.03오후, 18.33, 6.06, 4272
77, 0.76, 2021-12-09 5:07:16.04오후, 18.37, 6.05, 4266
78, 0.77, 2021-12-09 5:07:16.05오후, 18.34, 6.06, 4273
79, 0.78, 2021-12-09 5:07:16.06오후, 18.37, 6.05, 4260
80, 0.79, 2021-12-09 5:07:16.07오후, 18.36, 6.04, 4276
81, 0.8, 2021-12-09 5:07:16.08오후, 18.36, 6.04, 4274
82, 0.81, 2021-12-09 5:07:16.09오후, 18.37, 6.04, 4272
83, 0.82, 2021-12-09 5:07:16.1오후, 18.38, 6.04, 4270
84, 0.83, 2021-12-09 5:07:16.11오후, 18.37, 6.04, 4278
85, 0.84, 2021-12-09 5:07:16.12오후, 18.36, 6.04, 4286
86, 0.85, 2021-12-09 5:07:16.13오후, 18.39, 6.04, 4279
87, 0.86, 2021-12-09 5:07:16.14오후, 18.40, 6.04, 4279
88, 0.87, 2021-12-09 5:07:16.15오후, 18.38, 6.06, 4293
89, 0.88, 2021-12-09 5:07:16.16오후, 18.39, 6.06, 4296
90, 0.89, 2021-12-09 5:07:16.17오후, 18.39, 6.04, 4285
91, 0.9, 2021-12-09 5:07:16.18오후, 18.36, 6.03, 4302
92, 0.91, 2021-12-09 5:07:16.19오후, 18.38, 6.06, 4303
93, 0.92, 2021-12-09 5:07:16.2오후, 18.38, 6.04, 4293
94, 0.93, 2021-12-09 5:07:16.21오후, 18.40, 6.06, 4298
95, 0.94, 2021-12-09 5:07:16.22오후, 18.38, 6.06, 4299
96, 0.95, 2021-12-09 5:07:16.23오후, 18.38, 6.05, 4307
97, 0.96, 2021-12-09 5:07:16.24오후, 18.37, 6.06, 4311
98, 0.97, 2021-12-09 5:07:16.25오후, 18.40, 6.04, 4283
99, 0.98, 2021-12-09 5:07:16.26오후, 18.39, 6.04, 4294
100, 0.99, 2021-12-09 5:07:16.27오후, 18.35, 6.07, 4313
101, 1, 2021-12-09 5:07:16.28오후, 18.35, 6.07, 4319
102, 1.01, 2021-12-09 5:07:16.29오후, 18.38, 6.06, 4307
103, 1.02, 2021-12-09 5:07:16.3오후, 18.34, 6.07, 4319
104, 1.03, 2021-12-09 5:07:16.31오후, 18.34, 6.07, 4316
105, 1.04, 2021-12-09 5:07:16.32오후, 18.32, 6.07, 4316
106, 1.05, 2021-12-09 5:07:16.33오후, 18.28, 6.06, 4330
107, 1.06, 2021-12-09 5:07:16.34오후, 18.32, 6.07, 4315
108, 1.07, 2021-12-09 5:07:16.35오후, 18.31, 6.07, 4322
109, 1.08, 2021-12-09 5:07:16.36오후, 18.32, 6.07, 4323
110, 1.09, 2021-12-09 5:07:16.37오후, 18.32, 6.07, 4320
111, 1.1, 2021-12-09 5:07:16.38오후, 18.31, 6.07, 4325
112, 1.11, 2021-12-09 5:07:16.39오후, 18.32, 6.07, 4322
113, 1.12, 2021-12-09 5:07:16.4오후, 18.30, 6.07, 4317
114, 1.13, 2021-12-09 5:07:16.41오후, 18.30, 6.07, 4321
115, 1.14, 2021-12-09 5:07:16.42오후, 18.31, 6.07, 4328
116, 1.15, 2021-12-09 5:07:16.43오후, 18.32, 6.07, 4328
117, 1.16, 2021-12-09 5:07:16.44오후, 18.31, 6.07, 4322
118, 1.17, 2021-12-09 5:07:16.45오후, 18.30, 6.07, 4322
119, 1.18, 2021-12-09 5:07:16.46오후, 18.27, 6.06, 4340
120, 1.19, 2021-12-09 5:07:16.47오후, 18.26, 6.07, 4333
121, 1.2, 2021-12-09 5:07:16.48오후, 18.27, 6.07, 4333
122, 1.21, 2021-12-09 5:07:16.49오후, 18.28, 6.06, 4328
123, 1.22, 2021-12-09 5:07:16.5오후, 18.26, 6.07, 4336
124, 1.23, 2021-12-09 5:07:16.51오후, 18.29, 6.07, 4329
125, 1.24, 2021-12-09 5:07:16.52오후, 18.28, 6.07, 4337
126, 1.25, 2021-12-09 5:07:16.53오후, 18.27, 6.07, 4342
127, 1.26, 2021-12-09 5:07:16.54오후, 18.27, 6.07, 4333
128, 1.27, 2021-12-09 5:07:16.55오후, 18.29, 6.07, 4333
129, 1.28, 2021-12-09 5:07:16.56오후, 18.30, 6.07, 4335
130, 1.29, 2021-12-09 5:07:16.57오후, 18.26, 6.06, 4344
131, 1.3, 2021-12-09 5:07:16.58오후, 18.28, 6.07, 4338
132, 1.31, 2021-12-09 5:07:16.59오후, 18.27, 6.07, 4344
133, 1.32, 2021-12-09 5:07:16.6오후, 18.31, 6.07, 4329
134, 1.33, 2021-12-09 5:07:16.61오후, 18.29, 6.08, 4330
135, 1.34, 2021-12-09 5:07:16.62오후, 18.28, 6.07, 4338
136, 1.35, 2021-12-09 5:07:16.63오후, 18.27, 6.06, 4345
137, 1.36, 2021-12-09 5:07:16.64오후, 18.27, 6.06, 4341
138, 1.37, 2021-12-09 5:07:16.65오후, 18.28, 6.07, 4343
139, 1.38, 2021-12-09 5:07:16.66오후, 18.27, 6.07, 4347
140, 1.39, 2021-12-09 5:07:16.67오후, 18.26, 6.06, 4340
141, 1.4, 2021-12-09 5:07:16.68오후, 18.25, 6.06, 4336
142, 1.41, 2021-12-09 5:07:16.69오후, 18.27, 6.07, 4331
143, 1.42, 2021-12-09 5:07:16.7오후, 18.25, 6.07, 4344
144, 1.43, 2021-12-09 5:07:16.71오후, 18.29, 6.07, 4332
145, 1.44, 2021-12-09 5:07:16.72오후, 18.27, 6.06, 4339
146, 1.45, 2021-12-09 5:07:16.73오후, 18.27, 6.07, 4346
147, 1.46, 2021-12-09 5:07:16.74오후, 18.28, 6.07, 4346
148, 1.47, 2021-12-09 5:07:16.75오후, 18.27, 6.06, 4348
149, 1.48, 2021-12-09 5:07:16.76오후, 18.30, 6.06, 4336
150, 1.49, 2021-12-09 5:07:16.77오후, 18.31, 6.07, 4340
151, 1.5, 2021-12-09 5:07:16.78오후, 18.31, 6.07, 4340
152, 1.51, 2021-12-09 5:07:16.79오후, 18.32, 6.07, 4337
153, 1.52, 2021-12-09 5:07:16.8오후, 18.31, 6.07, 4341
154, 1.53, 2021-12-09 5:07:16.81오후, 18.33, 6.06, 4343
155, 1.54, 2021-12-09 5:07:16.82오후, 18.34, 6.06, 4346
156, 1.55, 2021-12-09 5:07:16.83오후, 18.36, 6.07, 4344
157, 1.56, 2021-12-09 5:07:16.84오후, 18.36, 6.07, 4349
158, 1.57, 2021-12-09 5:07:16.85오후, 18.35, 6.06, 4351
159, 1.58, 2021-12-09 5:07:16.86오후, 18.37, 6.06, 4348
160, 1.59, 2021-12-09 5:07:16.87오후, 18.41, 6.07, 4350
161, 1.6, 2021-12-09 5:07:16.88오후, 18.39, 6.07, 4359
162, 1.61, 2021-12-09 5:07:16.89오후, 18.40, 6.07, 4360
163, 1.62, 2021-12-09 5:07:16.9오후, 18.41, 6.06, 4363
164, 1.63, 2021-12-09 5:07:16.91오후, 18.48, 6.06, 4344
165, 1.64, 2021-12-09 5:07:16.92오후, 18.47, 6.06, 4345
166, 1.65, 2021-12-09 5:07:16.93오후, 18.46, 6.07, 4331
167, 1.66, 2021-12-09 5:07:16.94오후, 18.45, 6.06, 4328
168, 1.67, 2021-12-09 5:07:16.95오후, 18.44, 6.06, 4331
169, 1.68, 2021-12-09 5:07:16.96오후, 18.46, 6.06, 4323
170, 1.69, 2021-12-09 5:07:16.97오후, 18.43, 6.06, 4327
171, 1.7, 2021-12-09 5:07:16.98오후, 18.44, 6.06, 4316
172, 1.71, 2021-12-09 5:07:16.99오후, 18.46, 6.06, 4316
173, 1.72, 2021-12-09 5:07:17오후, 18.47, 6.05, 4318
174, 1.73, 2021-12-09 5:07:17.01오후, 18.53, 6.06, 4318
175, 1.74, 2021-12-09 5:07:17.02오후, 18.54, 6.06, 4304
176, 1.75, 2021-12-09 5:07:17.03오후, 18.53, 6.05, 4305
177, 1.76, 2021-12-09 5:07:17.04오후, 18.55, 6.06, 4313
178, 1.77, 2021-12-09 5:07:17.05오후, 18.58, 6.06, 4306
179, 1.78, 2021-12-09 5:07:17.06오후, 18.59, 6.05, 4319
180, 1.79, 2021-12-09 5:07:17.07오후, 18.59, 6.04, 4310
181, 1.8, 2021-12-09 5:07:17.08오후, 18.59, 6.03, 4311
182, 1.81, 2021-12-09 5:07:17.09오후, 18.59, 6.04, 4311
183, 1.82, 2021-12-09 5:07:17.1오후, 18.60, 6.03, 4308
184, 1.83, 2021-12-09 5:07:17.11오후, 18.61, 6.04, 4311
185, 1.84, 2021-12-09 5:07:17.12오후, 18.63, 6.03, 4318
186, 1.85, 2021-12-09 5:07:17.13오후, 18.62, 6.03, 4317
187, 1.86, 2021-12-09 5:07:17.14오후, 18.63, 6.03, 4305
188, 1.87, 2021-12-09 5:07:17.15오후, 18.68, 6.04, 4296
189, 1.88, 2021-12-09 5:07:17.16오후, 18.70, 6.04, 4291
190, 1.89, 2021-12-09 5:07:17.17오후, 18.71, 6.03, 4273
191, 1.9, 2021-12-09 5:07:17.18오후, 18.72, 6.03, 4284
192, 1.91, 2021-12-09 5:07:17.19오후, 18.75, 6.04, 4273
193, 1.92, 2021-12-09 5:07:17.2오후, 18.76, 6.03, 4278
194, 1.93, 2021-12-09 5:07:17.21오후, 18.81, 6.03, 4256
195, 1.94, 2021-12-09 5:07:17.22오후, 18.88, 6.03, 4235
196, 1.95, 2021-12-09 5:07:17.23오후, 18.93, 6.03, 4221
197, 1.96, 2021-12-09 5:07:17.24오후, 18.99, 6.02, 4208
198, 1.97, 2021-12-09 5:07:17.25오후, 19.07, 6.00, 4167
199, 1.98, 2021-12-09 5:07:17.26오후, 19.26, 6.00, 4098
200, 1.99, 2021-12-09 5:07:17.27오후, 19.46, 6.02, 4062
201, 2, 2021-12-09 5:07:17.28오후, 19.55, 6.00, 4029
202, 2.01, 2021-12-09 5:07:17.29오후, 19.68, 5.98, 3985
203, 2.02, 2021-12-09 5:07:17.3오후, 19.79, 5.99, 3941
204, 2.03, 2021-12-09 5:07:17.31오후, 19.82, 5.93, 3915
205, 2.04, 2021-12-09 5:07:17.32오후, 19.96, 5.93, 3875
206, 2.05, 2021-12-09 5:07:17.33오후, 20.18, 5.94, 3784
207, 2.06, 2021-12-09 5:07:17.34오후, 20.15, 5.93, 3797
208, 2.07, 2021-12-09 5:07:17.35오후, 20.36, 5.92, 3754
209, 2.08, 2021-12-09 5:07:17.36오후, 20.47, 5.93, 3748
210, 2.09, 2021-12-09 5:07:17.37오후, 20.61, 5.93, 3722
211, 2.1, 2021-12-09 5:07:17.38오후, 20.66, 5.91, 3687
212, 2.11, 2021-12-09 5:07:17.39오후, 20.76, 5.91, 3687
213, 2.12, 2021-12-09 5:07:17.4오후, 20.84, 5.91, 3718
214, 2.13, 2021-12-09 5:07:17.41오후, 20.87, 5.91, 3710
215, 2.14, 2021-12-09 5:07:17.42오후, 20.90, 5.86, 3693
216, 2.15, 2021-12-09 5:07:17.43오후, 20.93, 5.88, 3694
217, 2.16, 2021-12-09 5:07:17.44오후, 21.09, 5.87, 3651
218, 2.17, 2021-12-09 5:07:17.45오후, 21.18, 5.84, 3630
219, 2.18, 2021-12-09 5:07:17.46오후, 21.35, 5.84, 3612
220, 2.19, 2021-12-09 5:07:17.47오후, 21.34, 5.81, 3619
221, 2.2, 2021-12-09 5:07:17.48오후, 21.34, 5.83, 3656
222, 2.21, 2021-12-09 5:07:17.49오후, 21.33, 5.84, 3666
223, 2.22, 2021-12-09 5:07:17.5오후, 21.35, 5.84, 3667
224, 2.23, 2021-12-09 5:07:17.51오후, 21.29, 5.84, 3687
225, 2.24, 2021-12-09 5:07:17.52오후, 21.27, 5.83, 3684
226, 2.25, 2021-12-09 5:07:17.53오후, 21.24, 5.83, 3705
227, 2.26, 2021-12-09 5:07:17.54오후, 21.24, 5.86, 3717
228, 2.27, 2021-12-09 5:07:17.55오후, 21.23, 5.87, 3725
229, 2.28, 2021-12-09 5:07:17.56오후, 21.22, 5.87, 3737
230, 2.29, 2021-12-09 5:07:17.57오후, 21.12, 5.89, 3786
231, 2.3, 2021-12-09 5:07:17.58오후, 21.20, 5.88, 3795
232, 2.31, 2021-12-09 5:07:17.59오후, 21.25, 5.88, 3779
233, 2.32, 2021-12-09 5:07:17.6오후, 21.31, 5.89, 3781
234, 2.33, 2021-12-09 5:07:17.61오후, 21.34, 5.90, 3773
235, 2.34, 2021-12-09 5:07:17.62오후, 21.26, 5.90, 3787
236, 2.35, 2021-12-09 5:07:17.63오후, 21.32, 5.89, 3816
237, 2.36, 2021-12-09 5:07:17.64오후, 21.39, 5.88, 3823
238, 2.37, 2021-12-09 5:07:17.65오후, 21.52, 5.90, 3815
239, 2.38, 2021-12-09 5:07:17.66오후, 21.55, 5.90, 3806
240, 2.39, 2021-12-09 5:07:17.67오후, 21.67, 5.91, 3807
241, 2.4, 2021-12-09 5:07:17.68오후, 21.86, 5.88, 3794
242, 2.41, 2021-12-09 5:07:17.69오후, 21.85, 5.93, 3800
243, 2.42, 2021-12-09 5:07:17.7오후, 22.04, 5.92, 3794
244, 2.43, 2021-12-09 5:07:17.71오후, 21.99, 5.91, 3843
245, 2.44, 2021-12-09 5:07:17.72오후, 21.98, 5.90, 3853
246, 2.45, 2021-12-09 5:07:17.73오후, 22.37, 5.89, 3826
247, 2.46, 2021-12-09 5:07:17.74오후, 22.48, 5.87, 3812
248, 2.47, 2021-12-09 5:07:17.75오후, 22.55, 5.83, 3816
249, 2.48, 2021-12-09 5:07:17.76오후, 22.57, 5.87, 3849
250, 2.49, 2021-12-09 5:07:17.77오후, 22.51, 5.87, 3860
251, 2.5, 2021-12-09 5:07:17.78오후, 22.59, 5.86, 3864
252, 2.51, 2021-12-09 5:07:17.79오후, 22.60, 5.86, 3883
253, 2.52, 2021-12-09 5:07:17.8오후, 22.43, 5.87, 3947
254, 2.53, 2021-12-09 5:07:17.81오후, 22.45, 5.85, 3960
255, 2.54, 2021-12-09 5:07:17.82오후, 22.39, 5.89, 4020
256, 2.55, 2021-12-09 5:07:17.83오후, 22.48, 5.89, 4005
257, 2.56, 2021-12-09 5:07:17.84오후, 22.43, 5.88, 4037
258, 2.57, 2021-12-09 5:07:17.85오후, 22.49, 5.89, 4038
259, 2.58, 2021-12-09 5:07:17.86오후, 22.56, 5.86, 4058
260, 2.59, 2021-12-09 5:07:17.87오후, 22.47, 5.88, 4091
261, 2.6, 2021-12-09 5:07:17.88오후, 22.47, 5.86, 4125
262, 2.61, 2021-12-09 5:07:17.89오후, 22.47, 5.88, 4133
263, 2.62, 2021-12-09 5:07:17.9오후, 22.43, 5.87, 4186
264, 2.63, 2021-12-09 5:07:17.91오후, 22.41, 5.89, 4232
265, 2.64, 2021-12-09 5:07:17.92오후, 22.42, 5.88, 4257
266, 2.65, 2021-12-09 5:07:17.93오후, 22.31, 5.90, 4310
267, 2.66, 2021-12-09 5:07:17.94오후, 22.29, 5.89, 4350
268, 2.67, 2021-12-09 5:07:17.95오후, 22.19, 5.86, 4432
269, 2.68, 2021-12-09 5:07:17.96오후, 22.07, 5.87, 4514
270, 2.69, 2021-12-09 5:07:17.97오후, 21.83, 5.89, 4651
271, 2.7, 2021-12-09 5:07:17.98오후, 21.77, 5.89, 4734
272, 2.71, 2021-12-09 5:07:17.99오후, 21.74, 5.84, 4884
273, 2.72, 2021-12-09 5:07:18오후, 21.62, 5.84, 5047
274, 2.73, 2021-12-09 5:07:18.01오후, 21.47, 5.83, 5229
275, 2.74, 2021-12-09 5:07:18.02오후, 21.57, 5.84, 5389
276, 2.75, 2021-12-09 5:07:18.03오후, 21.46, 5.86, 5662
277, 2.76, 2021-12-09 5:07:18.04오후, 21.42, 5.85, 5876
278, 2.77, 2021-12-09 5:07:18.05오후, 21.44, 5.84, 6113
279, 2.78, 2021-12-09 5:07:18.06오후, 21.52, 5.84, 6324
280, 2.79, 2021-12-09 5:07:18.07오후, 21.50, 5.82, 6559
281, 2.8, 2021-12-09 5:07:18.08오후, 21.51, 5.85, 6784
282, 2.81, 2021-12-09 5:07:18.09오후, 21.54, 5.84, 7007
283, 2.82, 2021-12-09 5:07:18.1오후, 21.59, 5.85, 7272
284, 2.83, 2021-12-09 5:07:18.11오후, 21.60, 5.84, 7488
285, 2.84, 2021-12-09 5:07:18.12오후, 21.73, 5.84, 7629
286, 2.85, 2021-12-09 5:07:18.13오후, 21.66, 5.83, 7778
287, 2.86, 2021-12-09 5:07:18.14오후, 21.76, 5.82, 7844
288, 2.87, 2021-12-09 5:07:18.15오후, 21.82, 5.84, 7818
289, 2.88, 2021-12-09 5:07:18.16오후, 21.80, 5.85, 7848
290, 2.89, 2021-12-09 5:07:18.17오후, 21.73, 5.87, 7857
291, 2.9, 2021-12-09 5:07:18.18오후, 21.79, 5.87, 7798
292, 2.91, 2021-12-09 5:07:18.19오후, 21.82, 5.87, 7761
293, 2.92, 2021-12-09 5:07:18.2오후, 21.83, 5.88, 7708
294, 2.93, 2021-12-09 5:07:18.21오후, 21.86, 5.89, 7669
295, 2.94, 2021-12-09 5:07:18.22오후, 21.89, 5.90, 7604
296, 2.95, 2021-12-09 5:07:18.23오후, 21.85, 5.91, 7602
297, 2.96, 2021-12-09 5:07:18.24오후, 21.97, 5.91, 7572
298, 2.97, 2021-12-09 5:07:18.25오후, 21.96, 5.91, 7596
299, 2.98, 2021-12-09 5:07:18.26오후, 22.02, 5.92, 7592
300, 2.99, 2021-12-09 5:07:18.27오후, 22.06, 5.92, 7622
301, 3, 2021-12-09 5:07:18.28오후, 22.09, 5.93, 7682
302, 3.01, 2021-12-09 5:07:18.29오후, 22.22, 5.93, 7671
303, 3.02, 2021-12-09 5:07:18.3오후, 22.25, 5.93, 7715
304, 3.03, 2021-12-09 5:07:18.31오후, 22.30, 5.93, 7717
305, 3.04, 2021-12-09 5:07:18.32오후, 22.25, 5.95, 7808
306, 3.05, 2021-12-09 5:07:18.33오후, 22.40, 5.94, 7785
307, 3.06, 2021-12-09 5:07:18.34오후, 22.39, 5.95, 7818
308, 3.07, 2021-12-09 5:07:18.35오후, 22.46, 5.94, 7826
309, 3.08, 2021-12-09 5:07:18.36오후, 22.36, 5.96, 7897
310, 3.09, 2021-12-09 5:07:18.37오후, 22.30, 5.97, 7896
311, 3.1, 2021-12-09 5:07:18.38오후, 22.37, 5.96, 7871
312, 3.11, 2021-12-09 5:07:18.39오후, 22.32, 5.96, 7852
313, 3.12, 2021-12-09 5:07:18.4오후, 22.17, 5.97, 7865
314, 3.13, 2021-12-09 5:07:18.41오후, 21.97, 5.99, 7847
315, 3.14, 2021-12-09 5:07:18.42오후, 21.72, 5.99, 7786
316, 3.15, 2021-12-09 5:07:18.43오후, 21.42, 6.01, 7758
317, 3.16, 2021-12-09 5:07:18.44오후, 21.08, 6.01, 7689
318, 3.17, 2021-12-09 5:07:18.45오후, 20.76, 6.07, 7577
319, 3.18, 2021-12-09 5:07:18.46오후, 20.31, 6.08, 7463
320, 3.19, 2021-12-09 5:07:18.47오후, 19.81, 6.12, 7309
321, 3.2, 2021-12-09 5:07:18.48오후, 19.15, 6.14, 7193
322, 3.21, 2021-12-09 5:07:18.49오후, 18.49, 6.17, 7060
323, 3.22, 2021-12-09 5:07:18.5오후, 17.75, 6.19, 7010
324, 3.23, 2021-12-09 5:07:18.51오후, 17.00, 6.24, 6896
325, 3.24, 2021-12-09 5:07:18.52오후, 16.09, 6.24, 6913
326, 3.25, 2021-12-09 5:07:18.53오후, 15.18, 6.23, 6871
327, 3.26, 2021-12-09 5:07:18.54오후, 14.36, 6.23, 6882
328, 3.27, 2021-12-09 5:07:18.55오후, 13.56, 6.22, 6859
329, 3.28, 2021-12-09 5:07:18.56오후, 12.88, 6.24, 6925
330, 3.29, 2021-12-09 5:07:18.57오후, 12.33, 6.21, 7044
331, 3.3, 2021-12-09 5:07:18.58오후, 11.94, 6.18, 7129
332, 3.31, 2021-12-09 5:07:18.59오후, 11.52, 6.13, 7154
