DATA_TYPE COF
VERSION Tekscan 압력 측정 시스템 7.00-23
HARDWARE 00114-A989
MAP_VERSION 8.0
HW_TYPE 7
VersaPogoFsx 0
VersaV6CuffFsx 1
파일 이름 C:\Tekscan\FScan\Database\MOVIES\이재영\04R.fsx
SENSOR_TYPE FSCAN
ROWS 60
COLS 21
ROW_SPACING 0.508 centimeters
COL_SPACING 0.508 centimeters
SENSEL_AREA 0.258064 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.01
MICRO_SECOND 1
TIME 2021-12-09 5:10:52.432오후
SATURATION_PRESSURE 713.825 KPa 
CALIBRATION_POINT_1 179 (Pounds) 11022 (Raw Sum) 474 (Number of Loaded Cells)
CALIBRATION_MODE_1 단계
CALIBRATION_INFO C:\Tekscan\FScan\Database\MOVIES\이재영\04R.fsx
SENSITIVITY 기본
MAP_INDEX 0
SUBMAP 0
START_FRAME 1
END_FRAME 11770
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
45, 0.44, 2021-12-09 5:10:52.872오후, 19.87, 6.02, 3798
46, 0.45, 2021-12-09 5:10:52.882오후, 19.88, 6.02, 3796
47, 0.46, 2021-12-09 5:10:52.892오후, 19.89, 6.02, 3784
48, 0.47, 2021-12-09 5:10:52.902오후, 19.89, 6.00, 3799
49, 0.48, 2021-12-09 5:10:52.912오후, 19.90, 6.01, 3795
50, 0.49, 2021-12-09 5:10:52.922오후, 19.88, 6.01, 3794
51, 0.5, 2021-12-09 5:10:52.932오후, 19.86, 6.02, 3785
52, 0.51, 2021-12-09 5:10:52.942오후, 19.87, 6.01, 3788
53, 0.52, 2021-12-09 5:10:52.952오후, 19.89, 6.01, 3779
54, 0.53, 2021-12-09 5:10:52.962오후, 19.87, 6.00, 3787
55, 0.54, 2021-12-09 5:10:52.972오후, 19.86, 6.00, 3788
56, 0.55, 2021-12-09 5:10:52.982오후, 19.83, 5.99, 3779
57, 0.56, 2021-12-09 5:10:52.992오후, 19.85, 6.00, 3787
58, 0.57, 2021-12-09 5:10:53.002오후, 19.86, 6.00, 3785
59, 0.58, 2021-12-09 5:10:53.012오후, 19.85, 5.99, 3793
60, 0.59, 2021-12-09 5:10:53.022오후, 19.85, 6.00, 3797
61, 0.6, 2021-12-09 5:10:53.032오후, 19.84, 5.99, 3801
62, 0.61, 2021-12-09 5:10:53.042오후, 19.85, 6.00, 3795
63, 0.62, 2021-12-09 5:10:53.052오후, 19.85, 6.00, 3793
64, 0.63, 2021-12-09 5:10:53.062오후, 19.85, 6.00, 3787
65, 0.64, 2021-12-09 5:10:53.072오후, 19.82, 5.99, 3798
66, 0.65, 2021-12-09 5:10:53.082오후, 19.82, 5.99, 3799
67, 0.66, 2021-12-09 5:10:53.092오후, 19.79, 5.99, 3802
68, 0.67, 2021-12-09 5:10:53.102오후, 19.80, 5.99, 3803
69, 0.68, 2021-12-09 5:10:53.112오후, 19.79, 6.00, 3805
70, 0.69, 2021-12-09 5:10:53.122오후, 19.80, 6.00, 3799
71, 0.7, 2021-12-09 5:10:53.132오후, 19.80, 6.00, 3799
72, 0.71, 2021-12-09 5:10:53.142오후, 19.80, 6.01, 3789
73, 0.72, 2021-12-09 5:10:53.152오후, 19.77, 6.00, 3800
74, 0.73, 2021-12-09 5:10:53.162오후, 19.80, 6.00, 3781
75, 0.74, 2021-12-09 5:10:53.172오후, 19.77, 6.00, 3799
76, 0.75, 2021-12-09 5:10:53.182오후, 19.74, 6.00, 3790
77, 0.76, 2021-12-09 5:10:53.192오후, 19.73, 6.00, 3764
78, 0.77, 2021-12-09 5:10:53.202오후, 19.70, 6.01, 3771
79, 0.78, 2021-12-09 5:10:53.212오후, 19.69, 6.01, 3765
80, 0.79, 2021-12-09 5:10:53.222오후, 19.69, 6.00, 3748
81, 0.8, 2021-12-09 5:10:53.232오후, 19.69, 6.01, 3735
82, 0.81, 2021-12-09 5:10:53.242오후, 19.71, 6.01, 3743
83, 0.82, 2021-12-09 5:10:53.252오후, 19.69, 6.01, 3754
84, 0.83, 2021-12-09 5:10:53.262오후, 19.67, 6.01, 3745
85, 0.84, 2021-12-09 5:10:53.272오후, 19.67, 6.00, 3749
86, 0.85, 2021-12-09 5:10:53.282오후, 19.64, 6.00, 3768
87, 0.86, 2021-12-09 5:10:53.292오후, 19.64, 5.99, 3743
88, 0.87, 2021-12-09 5:10:53.302오후, 19.61, 6.00, 3756
89, 0.88, 2021-12-09 5:10:53.312오후, 19.63, 6.00, 3753
90, 0.89, 2021-12-09 5:10:53.322오후, 19.58, 6.00, 3734
91, 0.9, 2021-12-09 5:10:53.332오후, 19.59, 6.01, 3735
92, 0.91, 2021-12-09 5:10:53.342오후, 19.50, 6.01, 3744
93, 0.92, 2021-12-09 5:10:53.352오후, 19.50, 6.00, 3742
94, 0.93, 2021-12-09 5:10:53.362오후, 19.50, 6.01, 3721
95, 0.94, 2021-12-09 5:10:53.372오후, 19.49, 6.01, 3721
96, 0.95, 2021-12-09 5:10:53.382오후, 19.48, 6.02, 3712
97, 0.96, 2021-12-09 5:10:53.392오후, 19.44, 6.01, 3723
98, 0.97, 2021-12-09 5:10:53.402오후, 19.44, 6.01, 3713
99, 0.98, 2021-12-09 5:10:53.412오후, 19.41, 6.00, 3733
100, 0.99, 2021-12-09 5:10:53.422오후, 19.39, 6.00, 3737
101, 1, 2021-12-09 5:10:53.432오후, 19.37, 6.00, 3731
102, 1.01, 2021-12-09 5:10:53.442오후, 19.37, 6.00, 3734
103, 1.02, 2021-12-09 5:10:53.452오후, 19.34, 6.00, 3736
104, 1.03, 2021-12-09 5:10:53.462오후, 19.36, 6.02, 3728
105, 1.04, 2021-12-09 5:10:53.472오후, 19.44, 6.01, 3717
106, 1.05, 2021-12-09 5:10:53.482오후, 19.40, 6.02, 3723
107, 1.06, 2021-12-09 5:10:53.492오후, 19.39, 6.00, 3740
108, 1.07, 2021-12-09 5:10:53.502오후, 19.38, 6.01, 3731
109, 1.08, 2021-12-09 5:10:53.512오후, 19.40, 6.01, 3719
110, 1.09, 2021-12-09 5:10:53.522오후, 19.33, 5.99, 3747
111, 1.1, 2021-12-09 5:10:53.532오후, 19.36, 6.00, 3738
112, 1.11, 2021-12-09 5:10:53.542오후, 19.34, 6.00, 3733
113, 1.12, 2021-12-09 5:10:53.552오후, 19.36, 6.00, 3734
114, 1.13, 2021-12-09 5:10:53.562오후, 19.37, 6.02, 3741
115, 1.14, 2021-12-09 5:10:53.572오후, 19.40, 6.02, 3735
116, 1.15, 2021-12-09 5:10:53.582오후, 19.39, 6.02, 3729
117, 1.16, 2021-12-09 5:10:53.592오후, 19.35, 6.02, 3744
118, 1.17, 2021-12-09 5:10:53.602오후, 19.37, 6.02, 3738
119, 1.18, 2021-12-09 5:10:53.612오후, 19.40, 6.03, 3734
120, 1.19, 2021-12-09 5:10:53.622오후, 19.39, 6.03, 3741
121, 1.2, 2021-12-09 5:10:53.632오후, 19.35, 6.01, 3746
122, 1.21, 2021-12-09 5:10:53.642오후, 19.28, 6.01, 3773
123, 1.22, 2021-12-09 5:10:53.652오후, 19.26, 6.01, 3771
124, 1.23, 2021-12-09 5:10:53.662오후, 19.27, 6.02, 3762
125, 1.24, 2021-12-09 5:10:53.672오후, 19.26, 6.01, 3768
126, 1.25, 2021-12-09 5:10:53.682오후, 19.29, 6.02, 3757
127, 1.26, 2021-12-09 5:10:53.692오후, 19.26, 6.01, 3773
128, 1.27, 2021-12-09 5:10:53.702오후, 19.25, 6.02, 3767
129, 1.28, 2021-12-09 5:10:53.712오후, 19.23, 6.01, 3759
130, 1.29, 2021-12-09 5:10:53.722오후, 19.27, 6.00, 3758
131, 1.3, 2021-12-09 5:10:53.732오후, 19.25, 6.01, 3754
132, 1.31, 2021-12-09 5:10:53.742오후, 19.24, 6.00, 3761
133, 1.32, 2021-12-09 5:10:53.752오후, 19.24, 6.00, 3754
134, 1.33, 2021-12-09 5:10:53.762오후, 19.25, 6.02, 3766
135, 1.34, 2021-12-09 5:10:53.772오후, 19.26, 6.01, 3760
136, 1.35, 2021-12-09 5:10:53.782오후, 19.26, 6.01, 3761
137, 1.36, 2021-12-09 5:10:53.792오후, 19.26, 6.01, 3767
138, 1.37, 2021-12-09 5:10:53.802오후, 19.26, 6.02, 3775
139, 1.38, 2021-12-09 5:10:53.812오후, 19.26, 6.01, 3765
140, 1.39, 2021-12-09 5:10:53.822오후, 19.29, 6.01, 3760
141, 1.4, 2021-12-09 5:10:53.832오후, 19.27, 6.01, 3761
142, 1.41, 2021-12-09 5:10:53.842오후, 19.27, 6.02, 3754
143, 1.42, 2021-12-09 5:10:53.852오후, 19.24, 6.04, 3737
144, 1.43, 2021-12-09 5:10:53.862오후, 19.25, 6.01, 3761
145, 1.44, 2021-12-09 5:10:53.872오후, 19.22, 6.02, 3751
146, 1.45, 2021-12-09 5:10:53.882오후, 19.24, 6.01, 3757
147, 1.46, 2021-12-09 5:10:53.892오후, 19.25, 6.01, 3748
148, 1.47, 2021-12-09 5:10:53.902오후, 19.22, 6.01, 3748
149, 1.48, 2021-12-09 5:10:53.912오후, 19.25, 6.01, 3760
150, 1.49, 2021-12-09 5:10:53.922오후, 19.24, 6.01, 3753
151, 1.5, 2021-12-09 5:10:53.932오후, 19.23, 6.01, 3749
152, 1.51, 2021-12-09 5:10:53.942오후, 19.27, 6.01, 3740
153, 1.52, 2021-12-09 5:10:53.952오후, 19.24, 6.00, 3733
154, 1.53, 2021-12-09 5:10:53.962오후, 19.23, 6.02, 3737
155, 1.54, 2021-12-09 5:10:53.972오후, 19.21, 6.02, 3743
156, 1.55, 2021-12-09 5:10:53.982오후, 19.20, 6.02, 3746
157, 1.56, 2021-12-09 5:10:53.992오후, 19.20, 6.01, 3748
158, 1.57, 2021-12-09 5:10:54.002오후, 19.23, 6.02, 3734
159, 1.58, 2021-12-09 5:10:54.012오후, 19.21, 6.02, 3741
160, 1.59, 2021-12-09 5:10:54.022오후, 19.19, 6.01, 3749
161, 1.6, 2021-12-09 5:10:54.032오후, 19.19, 6.02, 3740
162, 1.61, 2021-12-09 5:10:54.042오후, 19.19, 6.02, 3750
163, 1.62, 2021-12-09 5:10:54.052오후, 19.16, 6.01, 3745
164, 1.63, 2021-12-09 5:10:54.062오후, 19.11, 6.00, 3752
165, 1.64, 2021-12-09 5:10:54.072오후, 19.12, 6.01, 3770
166, 1.65, 2021-12-09 5:10:54.082오후, 19.10, 6.01, 3761
167, 1.66, 2021-12-09 5:10:54.092오후, 19.13, 6.01, 3757
168, 1.67, 2021-12-09 5:10:54.102오후, 19.12, 6.01, 3752
169, 1.68, 2021-12-09 5:10:54.112오후, 19.14, 6.00, 3758
170, 1.69, 2021-12-09 5:10:54.122오후, 19.13, 6.01, 3768
171, 1.7, 2021-12-09 5:10:54.132오후, 19.13, 6.01, 3771
172, 1.71, 2021-12-09 5:10:54.142오후, 19.13, 6.01, 3758
173, 1.72, 2021-12-09 5:10:54.152오후, 19.11, 6.00, 3765
174, 1.73, 2021-12-09 5:10:54.162오후, 19.12, 6.01, 3753
175, 1.74, 2021-12-09 5:10:54.172오후, 19.11, 6.01, 3746
176, 1.75, 2021-12-09 5:10:54.182오후, 19.12, 6.01, 3739
177, 1.76, 2021-12-09 5:10:54.192오후, 19.12, 6.02, 3752
178, 1.77, 2021-12-09 5:10:54.202오후, 19.11, 6.02, 3749
179, 1.78, 2021-12-09 5:10:54.212오후, 19.10, 6.01, 3747
180, 1.79, 2021-12-09 5:10:54.222오후, 19.08, 6.00, 3743
181, 1.8, 2021-12-09 5:10:54.232오후, 19.04, 5.99, 3752
182, 1.81, 2021-12-09 5:10:54.242오후, 19.04, 6.00, 3727
183, 1.82, 2021-12-09 5:10:54.252오후, 19.07, 6.03, 3702
184, 1.83, 2021-12-09 5:10:54.262오후, 19.04, 6.02, 3700
185, 1.84, 2021-12-09 5:10:54.272오후, 19.03, 6.02, 3707
186, 1.85, 2021-12-09 5:10:54.282오후, 19.01, 6.01, 3719
187, 1.86, 2021-12-09 5:10:54.292오후, 19.07, 6.04, 3691
188, 1.87, 2021-12-09 5:10:54.302오후, 19.00, 6.01, 3699
189, 1.88, 2021-12-09 5:10:54.312오후, 19.04, 6.02, 3682
190, 1.89, 2021-12-09 5:10:54.322오후, 19.02, 6.02, 3695
191, 1.9, 2021-12-09 5:10:54.332오후, 19.05, 6.03, 3675
192, 1.91, 2021-12-09 5:10:54.342오후, 19.03, 6.02, 3675
193, 1.92, 2021-12-09 5:10:54.352오후, 19.03, 6.04, 3652
194, 1.93, 2021-12-09 5:10:54.362오후, 19.02, 6.02, 3654
195, 1.94, 2021-12-09 5:10:54.372오후, 18.94, 6.01, 3665
196, 1.95, 2021-12-09 5:10:54.382오후, 18.95, 6.00, 3664
197, 1.96, 2021-12-09 5:10:54.392오후, 18.94, 6.01, 3633
198, 1.97, 2021-12-09 5:10:54.402오후, 18.98, 6.04, 3623
199, 1.98, 2021-12-09 5:10:54.412오후, 18.93, 6.03, 3616
200, 1.99, 2021-12-09 5:10:54.422오후, 18.94, 6.02, 3625
201, 2, 2021-12-09 5:10:54.432오후, 18.94, 6.02, 3615
202, 2.01, 2021-12-09 5:10:54.442오후, 19.00, 6.05, 3582
203, 2.02, 2021-12-09 5:10:54.452오후, 18.97, 6.03, 3604
204, 2.03, 2021-12-09 5:10:54.462오후, 19.01, 6.03, 3593
205, 2.04, 2021-12-09 5:10:54.472오후, 18.91, 6.00, 3614
206, 2.05, 2021-12-09 5:10:54.482오후, 18.95, 6.00, 3609
207, 2.06, 2021-12-09 5:10:54.492오후, 18.95, 6.01, 3601
208, 2.07, 2021-12-09 5:10:54.502오후, 18.96, 6.01, 3608
209, 2.08, 2021-12-09 5:10:54.512오후, 18.96, 6.02, 3603
210, 2.09, 2021-12-09 5:10:54.522오후, 19.02, 6.03, 3598
211, 2.1, 2021-12-09 5:10:54.532오후, 18.98, 6.02, 3605
212, 2.11, 2021-12-09 5:10:54.542오후, 19.05, 6.02, 3603
213, 2.12, 2021-12-09 5:10:54.552오후, 19.00, 6.01, 3624
214, 2.13, 2021-12-09 5:10:54.562오후, 19.08, 6.03, 3628
215, 2.14, 2021-12-09 5:10:54.572오후, 19.07, 6.03, 3638
216, 2.15, 2021-12-09 5:10:54.582오후, 19.03, 6.02, 3635
217, 2.16, 2021-12-09 5:10:54.592오후, 19.06, 6.03, 3656
218, 2.17, 2021-12-09 5:10:54.602오후, 19.08, 6.03, 3650
219, 2.18, 2021-12-09 5:10:54.612오후, 19.12, 6.04, 3639
220, 2.19, 2021-12-09 5:10:54.622오후, 19.12, 6.04, 3663
221, 2.2, 2021-12-09 5:10:54.632오후, 19.08, 6.03, 3675
222, 2.21, 2021-12-09 5:10:54.642오후, 19.13, 6.03, 3662
223, 2.22, 2021-12-09 5:10:54.652오후, 19.15, 6.03, 3671
224, 2.23, 2021-12-09 5:10:54.662오후, 19.18, 6.03, 3652
225, 2.24, 2021-12-09 5:10:54.672오후, 19.21, 6.03, 3653
226, 2.25, 2021-12-09 5:10:54.682오후, 19.25, 6.05, 3630
227, 2.26, 2021-12-09 5:10:54.692오후, 19.34, 6.03, 3622
228, 2.27, 2021-12-09 5:10:54.702오후, 19.42, 6.02, 3596
229, 2.28, 2021-12-09 5:10:54.712오후, 19.49, 6.00, 3581
230, 2.29, 2021-12-09 5:10:54.722오후, 19.59, 5.97, 3563
231, 2.3, 2021-12-09 5:10:54.732오후, 19.75, 5.99, 3538
232, 2.31, 2021-12-09 5:10:54.742오후, 19.96, 5.93, 3472
233, 2.32, 2021-12-09 5:10:54.752오후, 20.09, 5.93, 3458
234, 2.33, 2021-12-09 5:10:54.762오후, 20.26, 5.91, 3407
235, 2.34, 2021-12-09 5:10:54.772오후, 20.39, 5.87, 3375
236, 2.35, 2021-12-09 5:10:54.782오후, 20.51, 5.88, 3349
237, 2.36, 2021-12-09 5:10:54.792오후, 20.61, 5.86, 3351
238, 2.37, 2021-12-09 5:10:54.802오후, 20.77, 5.82, 3309
239, 2.38, 2021-12-09 5:10:54.812오후, 20.87, 5.80, 3298
240, 2.39, 2021-12-09 5:10:54.822오후, 20.96, 5.79, 3300
241, 2.4, 2021-12-09 5:10:54.832오후, 21.00, 5.76, 3315
242, 2.41, 2021-12-09 5:10:54.842오후, 21.23, 5.75, 3265
243, 2.42, 2021-12-09 5:10:54.852오후, 21.25, 5.75, 3269
244, 2.43, 2021-12-09 5:10:54.862오후, 21.28, 5.78, 3281
245, 2.44, 2021-12-09 5:10:54.872오후, 21.38, 5.76, 3276
246, 2.45, 2021-12-09 5:10:54.882오후, 21.65, 5.72, 3252
247, 2.46, 2021-12-09 5:10:54.892오후, 21.78, 5.71, 3228
248, 2.47, 2021-12-09 5:10:54.902오후, 21.77, 5.71, 3265
249, 2.48, 2021-12-09 5:10:54.912오후, 21.78, 5.72, 3294
250, 2.49, 2021-12-09 5:10:54.922오후, 21.82, 5.72, 3321
251, 2.5, 2021-12-09 5:10:54.932오후, 21.92, 5.72, 3323
252, 2.51, 2021-12-09 5:10:54.942오후, 21.78, 5.74, 3401
253, 2.52, 2021-12-09 5:10:54.952오후, 21.79, 5.74, 3442
254, 2.53, 2021-12-09 5:10:54.962오후, 21.82, 5.77, 3465
255, 2.54, 2021-12-09 5:10:54.972오후, 21.82, 5.78, 3516
256, 2.55, 2021-12-09 5:10:54.982오후, 21.80, 5.76, 3530
257, 2.56, 2021-12-09 5:10:54.992오후, 21.78, 5.77, 3586
258, 2.57, 2021-12-09 5:10:55.002오후, 21.78, 5.78, 3604
259, 2.58, 2021-12-09 5:10:55.012오후, 21.77, 5.78, 3642
260, 2.59, 2021-12-09 5:10:55.022오후, 21.75, 5.78, 3663
261, 2.6, 2021-12-09 5:10:55.032오후, 21.68, 5.78, 3713
262, 2.61, 2021-12-09 5:10:55.042오후, 21.59, 5.77, 3769
263, 2.62, 2021-12-09 5:10:55.052오후, 21.53, 5.78, 3787
264, 2.63, 2021-12-09 5:10:55.062오후, 21.42, 5.77, 3877
265, 2.64, 2021-12-09 5:10:55.072오후, 21.35, 5.76, 3929
266, 2.65, 2021-12-09 5:10:55.082오후, 21.33, 5.77, 3960
267, 2.66, 2021-12-09 5:10:55.092오후, 21.19, 5.77, 4045
268, 2.67, 2021-12-09 5:10:55.102오후, 21.04, 5.74, 4077
269, 2.68, 2021-12-09 5:10:55.112오후, 20.84, 5.75, 4180
270, 2.69, 2021-12-09 5:10:55.122오후, 20.81, 5.75, 4233
271, 2.7, 2021-12-09 5:10:55.132오후, 20.71, 5.74, 4301
272, 2.71, 2021-12-09 5:10:55.142오후, 20.59, 5.76, 4347
273, 2.72, 2021-12-09 5:10:55.152오후, 20.47, 5.76, 4450
274, 2.73, 2021-12-09 5:10:55.162오후, 20.43, 5.76, 4499
275, 2.74, 2021-12-09 5:10:55.172오후, 20.31, 5.77, 4587
276, 2.75, 2021-12-09 5:10:55.182오후, 20.33, 5.80, 4693
277, 2.76, 2021-12-09 5:10:55.192오후, 20.18, 5.79, 4837
278, 2.77, 2021-12-09 5:10:55.202오후, 20.08, 5.81, 4910
279, 2.78, 2021-12-09 5:10:55.212오후, 20.00, 5.82, 5039
280, 2.79, 2021-12-09 5:10:55.222오후, 19.96, 5.85, 5176
281, 2.8, 2021-12-09 5:10:55.232오후, 19.92, 5.86, 5293
282, 2.81, 2021-12-09 5:10:55.242오후, 19.84, 5.88, 5445
283, 2.82, 2021-12-09 5:10:55.252오후, 19.89, 5.88, 5561
284, 2.83, 2021-12-09 5:10:55.262오후, 19.79, 5.89, 5717
285, 2.84, 2021-12-09 5:10:55.272오후, 19.77, 5.91, 5884
286, 2.85, 2021-12-09 5:10:55.282오후, 19.80, 5.91, 6072
287, 2.86, 2021-12-09 5:10:55.292오후, 19.84, 5.95, 6203
288, 2.87, 2021-12-09 5:10:55.302오후, 19.84, 5.96, 6358
289, 2.88, 2021-12-09 5:10:55.312오후, 19.89, 5.95, 6450
290, 2.89, 2021-12-09 5:10:55.322오후, 19.82, 5.98, 6631
291, 2.9, 2021-12-09 5:10:55.332오후, 19.80, 5.98, 6718
292, 2.91, 2021-12-09 5:10:55.342오후, 19.73, 6.00, 6822
293, 2.92, 2021-12-09 5:10:55.352오후, 19.67, 6.03, 6909
294, 2.93, 2021-12-09 5:10:55.362오후, 19.68, 6.03, 6921
295, 2.94, 2021-12-09 5:10:55.372오후, 19.54, 6.06, 6983
296, 2.95, 2021-12-09 5:10:55.382오후, 19.42, 6.07, 7036
297, 2.96, 2021-12-09 5:10:55.392오후, 19.34, 6.10, 7018
298, 2.97, 2021-12-09 5:10:55.402오후, 19.21, 6.12, 7017
299, 2.98, 2021-12-09 5:10:55.412오후, 19.01, 6.13, 7024
300, 2.99, 2021-12-09 5:10:55.422오후, 18.84, 6.15, 6998
301, 3, 2021-12-09 5:10:55.432오후, 18.69, 6.18, 6937
302, 3.01, 2021-12-09 5:10:55.442오후, 18.52, 6.20, 6925
303, 3.02, 2021-12-09 5:10:55.452오후, 18.35, 6.21, 6882
304, 3.03, 2021-12-09 5:10:55.462오후, 18.17, 6.21, 6871
305, 3.04, 2021-12-09 5:10:55.472오후, 17.98, 6.24, 6837
306, 3.05, 2021-12-09 5:10:55.482오후, 17.79, 6.25, 6825
307, 3.06, 2021-12-09 5:10:55.492오후, 17.60, 6.28, 6808
308, 3.07, 2021-12-09 5:10:55.502오후, 17.40, 6.29, 6823
309, 3.08, 2021-12-09 5:10:55.512오후, 17.28, 6.29, 6834
310, 3.09, 2021-12-09 5:10:55.522오후, 17.09, 6.31, 6838
311, 3.1, 2021-12-09 5:10:55.532오후, 16.94, 6.33, 6822
312, 3.11, 2021-12-09 5:10:55.542오후, 16.77, 6.32, 6823
313, 3.12, 2021-12-09 5:10:55.552오후, 16.63, 6.30, 6851
314, 3.13, 2021-12-09 5:10:55.562오후, 16.48, 6.31, 6857
315, 3.14, 2021-12-09 5:10:55.572오후, 16.36, 6.31, 6860
316, 3.15, 2021-12-09 5:10:55.582오후, 16.20, 6.30, 6878
317, 3.16, 2021-12-09 5:10:55.592오후, 16.04, 6.30, 6877
318, 3.17, 2021-12-09 5:10:55.602오후, 15.88, 6.28, 6825
319, 3.18, 2021-12-09 5:10:55.612오후, 15.72, 6.29, 6815
320, 3.19, 2021-12-09 5:10:55.622오후, 15.53, 6.29, 6807
321, 3.2, 2021-12-09 5:10:55.632오후, 15.38, 6.28, 6819
322, 3.21, 2021-12-09 5:10:55.642오후, 15.25, 6.28, 6831
323, 3.22, 2021-12-09 5:10:55.652오후, 15.11, 6.28, 6814
324, 3.23, 2021-12-09 5:10:55.662오후, 14.96, 6.26, 6816
325, 3.24, 2021-12-09 5:10:55.672오후, 14.89, 6.29, 6864
326, 3.25, 2021-12-09 5:10:55.682오후, 14.64, 6.26, 6901
327, 3.26, 2021-12-09 5:10:55.692오후, 14.42, 6.26, 6897
328, 3.27, 2021-12-09 5:10:55.702오후, 14.15, 6.26, 6912
329, 3.28, 2021-12-09 5:10:55.712오후, 13.94, 6.26, 6940
330, 3.29, 2021-12-09 5:10:55.722오후, 13.70, 6.25, 6965
331, 3.3, 2021-12-09 5:10:55.732오후, 13.42, 6.26, 7019
332, 3.31, 2021-12-09 5:10:55.742오후, 13.20, 6.24, 7052
