DATA_TYPE COF
VERSION Tekscan 압력 측정 시스템 7.00-23
HARDWARE 00114-A988
MAP_VERSION 8.0
HW_TYPE 7
VersaPogoFsx 0
VersaV6CuffFsx 1
파일 이름 C:\Tekscan\FScan\Database\MOVIES\이재영\04L.fsx
SENSOR_TYPE FSCAN
ROWS 60
COLS 21
ROW_SPACING 0.508 centimeters
COL_SPACING 0.508 centimeters
SENSEL_AREA 0.258064 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.01
MICRO_SECOND 1
TIME 2021-12-09 5:10:52.432오후
SATURATION_PRESSURE 816.499 KPa 
CALIBRATION_POINT_1 179 (Pounds) 9636 (Raw Sum) 372 (Number of Loaded Cells)
CALIBRATION_MODE_1 단계
CALIBRATION_INFO C:\Tekscan\FScan\Database\MOVIES\이재영\04L.fsx
SENSITIVITY 기본
MAP_INDEX 1
SUBMAP 1
START_FRAME 1
END_FRAME 11770
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
ASCII_DATA @@

3026, 30.25, 2021-12-09 5:11:22.682오후, 24.78, 5.60, 924
3027, 30.26, 2021-12-09 5:11:22.692오후, 24.84, 5.58, 963
3028, 30.27, 2021-12-09 5:11:22.702오후, 24.89, 5.57, 1002
3029, 30.28, 2021-12-09 5:11:22.712오후, 24.88, 5.58, 1055
3030, 30.29, 2021-12-09 5:11:22.722오후, 24.92, 5.62, 1065
3031, 30.3, 2021-12-09 5:11:22.732오후, 24.56, 5.62, 1140
3032, 30.31, 2021-12-09 5:11:22.742오후, 24.87, 5.61, 1128
3033, 30.32, 2021-12-09 5:11:22.752오후, 24.95, 5.60, 1179
3034, 30.33, 2021-12-09 5:11:22.762오후, 24.64, 5.56, 1228
3035, 30.34, 2021-12-09 5:11:22.772오후, 24.79, 5.56, 1263
3036, 30.35, 2021-12-09 5:11:22.782오후, 24.76, 5.55, 1278
3037, 30.36, 2021-12-09 5:11:22.792오후, 24.70, 5.51, 1299
3038, 30.37, 2021-12-09 5:11:22.802오후, 24.48, 5.54, 1354
3039, 30.38, 2021-12-09 5:11:22.812오후, 24.58, 5.51, 1361
3040, 30.39, 2021-12-09 5:11:22.822오후, 24.41, 5.56, 1386
3041, 30.4, 2021-12-09 5:11:22.832오후, 24.37, 5.56, 1401
3042, 30.41, 2021-12-09 5:11:22.842오후, 24.41, 5.55, 1423
3043, 30.42, 2021-12-09 5:11:22.852오후, 24.38, 5.56, 1444
3044, 30.43, 2021-12-09 5:11:22.862오후, 24.32, 5.56, 1483
3045, 30.44, 2021-12-09 5:11:22.872오후, 24.35, 5.54, 1505
3046, 30.45, 2021-12-09 5:11:22.882오후, 24.32, 5.55, 1557
3047, 30.46, 2021-12-09 5:11:22.892오후, 24.14, 5.55, 1583
3048, 30.47, 2021-12-09 5:11:22.902오후, 24.27, 5.52, 1590
3049, 30.48, 2021-12-09 5:11:22.912오후, 24.33, 5.52, 1600
3050, 30.49, 2021-12-09 5:11:22.922오후, 24.40, 5.51, 1603
3051, 30.5, 2021-12-09 5:11:22.932오후, 24.26, 5.56, 1635
3052, 30.51, 2021-12-09 5:11:22.942오후, 24.42, 5.53, 1653
3053, 30.52, 2021-12-09 5:11:22.952오후, 24.46, 5.54, 1654
3054, 30.53, 2021-12-09 5:11:22.962오후, 24.43, 5.52, 1701
3055, 30.54, 2021-12-09 5:11:22.972오후, 24.45, 5.54, 1702
3056, 30.55, 2021-12-09 5:11:22.982오후, 24.36, 5.55, 1723
3057, 30.56, 2021-12-09 5:11:22.992오후, 24.39, 5.56, 1734
3058, 30.57, 2021-12-09 5:11:23.002오후, 24.42, 5.54, 1748
3059, 30.58, 2021-12-09 5:11:23.012오후, 24.31, 5.52, 1792
3060, 30.59, 2021-12-09 5:11:23.022오후, 24.36, 5.52, 1787
3061, 30.6, 2021-12-09 5:11:23.032오후, 24.26, 5.51, 1831
3062, 30.61, 2021-12-09 5:11:23.042오후, 24.29, 5.52, 1849
3063, 30.62, 2021-12-09 5:11:23.052오후, 24.15, 5.50, 1886
3064, 30.63, 2021-12-09 5:11:23.062오후, 24.18, 5.50, 1910
3065, 30.64, 2021-12-09 5:11:23.072오후, 24.22, 5.48, 1929
3066, 30.65, 2021-12-09 5:11:23.082오후, 24.27, 5.48, 1949
3067, 30.66, 2021-12-09 5:11:23.092오후, 24.30, 5.46, 1958
3068, 30.67, 2021-12-09 5:11:23.102오후, 24.24, 5.46, 1991
3069, 30.68, 2021-12-09 5:11:23.112오후, 24.23, 5.45, 2028
3070, 30.69, 2021-12-09 5:11:23.122오후, 24.20, 5.44, 2059
3071, 30.7, 2021-12-09 5:11:23.132오후, 24.20, 5.44, 2064
3072, 30.71, 2021-12-09 5:11:23.142오후, 24.18, 5.41, 2093
3073, 30.72, 2021-12-09 5:11:23.152오후, 24.15, 5.40, 2119
3074, 30.73, 2021-12-09 5:11:23.162오후, 24.12, 5.39, 2132
3075, 30.74, 2021-12-09 5:11:23.172오후, 24.16, 5.42, 2139
3076, 30.75, 2021-12-09 5:11:23.182오후, 24.16, 5.41, 2154
3077, 30.76, 2021-12-09 5:11:23.192오후, 24.13, 5.41, 2163
3078, 30.77, 2021-12-09 5:11:23.202오후, 24.18, 5.42, 2178
3079, 30.78, 2021-12-09 5:11:23.212오후, 24.17, 5.44, 2180
3080, 30.79, 2021-12-09 5:11:23.222오후, 24.16, 5.43, 2191
3081, 30.8, 2021-12-09 5:11:23.232오후, 24.19, 5.44, 2215
3082, 30.81, 2021-12-09 5:11:23.242오후, 24.11, 5.42, 2240
3083, 30.82, 2021-12-09 5:11:23.252오후, 24.12, 5.42, 2261
3084, 30.83, 2021-12-09 5:11:23.262오후, 24.08, 5.41, 2266
3085, 30.84, 2021-12-09 5:11:23.272오후, 24.10, 5.42, 2265
3086, 30.85, 2021-12-09 5:11:23.282오후, 24.05, 5.41, 2287
3087, 30.86, 2021-12-09 5:11:23.292오후, 23.98, 5.38, 2321
3088, 30.87, 2021-12-09 5:11:23.302오후, 24.02, 5.42, 2323
3089, 30.88, 2021-12-09 5:11:23.312오후, 23.95, 5.39, 2354
3090, 30.89, 2021-12-09 5:11:23.322오후, 24.02, 5.40, 2351
3091, 30.9, 2021-12-09 5:11:23.332오후, 24.02, 5.40, 2364
3092, 30.91, 2021-12-09 5:11:23.342오후, 23.96, 5.38, 2393
3093, 30.92, 2021-12-09 5:11:23.352오후, 24.01, 5.39, 2379
3094, 30.93, 2021-12-09 5:11:23.362오후, 23.90, 5.38, 2404
3095, 30.94, 2021-12-09 5:11:23.372오후, 23.89, 5.37, 2426
3096, 30.95, 2021-12-09 5:11:23.382오후, 23.91, 5.36, 2428
3097, 30.96, 2021-12-09 5:11:23.392오후, 23.81, 5.35, 2462
3098, 30.97, 2021-12-09 5:11:23.402오후, 23.86, 5.37, 2441
3099, 30.98, 2021-12-09 5:11:23.412오후, 23.93, 5.35, 2440
3100, 30.99, 2021-12-09 5:11:23.422오후, 23.96, 5.35, 2431
3101, 31, 2021-12-09 5:11:23.432오후, 23.97, 5.37, 2440
3102, 31.01, 2021-12-09 5:11:23.442오후, 23.97, 5.38, 2443
3103, 31.02, 2021-12-09 5:11:23.452오후, 24.00, 5.44, 2452
3104, 31.03, 2021-12-09 5:11:23.462오후, 23.90, 5.43, 2471
3105, 31.04, 2021-12-09 5:11:23.472오후, 23.94, 5.43, 2468
3106, 31.05, 2021-12-09 5:11:23.482오후, 23.91, 5.43, 2471
3107, 31.06, 2021-12-09 5:11:23.492오후, 23.91, 5.43, 2481
3108, 31.07, 2021-12-09 5:11:23.502오후, 23.91, 5.38, 2480
3109, 31.08, 2021-12-09 5:11:23.512오후, 23.85, 5.38, 2495
3110, 31.09, 2021-12-09 5:11:23.522오후, 23.84, 5.38, 2502
3111, 31.1, 2021-12-09 5:11:23.532오후, 23.85, 5.38, 2503
3112, 31.11, 2021-12-09 5:11:23.542오후, 23.81, 5.37, 2508
3113, 31.12, 2021-12-09 5:11:23.552오후, 23.82, 5.37, 2506
3114, 31.13, 2021-12-09 5:11:23.562오후, 23.78, 5.37, 2517
3115, 31.14, 2021-12-09 5:11:23.572오후, 23.76, 5.37, 2514
3116, 31.15, 2021-12-09 5:11:23.582오후, 23.59, 5.41, 2576
3117, 31.16, 2021-12-09 5:11:23.592오후, 23.61, 5.39, 2545
3118, 31.17, 2021-12-09 5:11:23.602오후, 23.66, 5.42, 2534
3119, 31.18, 2021-12-09 5:11:23.612오후, 23.61, 5.40, 2566
3120, 31.19, 2021-12-09 5:11:23.622오후, 23.59, 5.41, 2576
3121, 31.2, 2021-12-09 5:11:23.632오후, 23.59, 5.39, 2560
3122, 31.21, 2021-12-09 5:11:23.642오후, 23.63, 5.42, 2546
3123, 31.22, 2021-12-09 5:11:23.652오후, 23.60, 5.43, 2557
3124, 31.23, 2021-12-09 5:11:23.662오후, 23.57, 5.42, 2554
3125, 31.24, 2021-12-09 5:11:23.672오후, 23.52, 5.42, 2560
3126, 31.25, 2021-12-09 5:11:23.682오후, 23.51, 5.40, 2568
3127, 31.26, 2021-12-09 5:11:23.692오후, 23.55, 5.42, 2560
3128, 31.27, 2021-12-09 5:11:23.702오후, 23.46, 5.39, 2576
3129, 31.28, 2021-12-09 5:11:23.712오후, 23.37, 5.39, 2586
3130, 31.29, 2021-12-09 5:11:23.722오후, 23.44, 5.42, 2544
3131, 31.3, 2021-12-09 5:11:23.732오후, 23.47, 5.45, 2556
3132, 31.31, 2021-12-09 5:11:23.742오후, 23.44, 5.44, 2535
3133, 31.32, 2021-12-09 5:11:23.752오후, 23.46, 5.44, 2539
3134, 31.33, 2021-12-09 5:11:23.762오후, 23.41, 5.43, 2531
3135, 31.34, 2021-12-09 5:11:23.772오후, 23.39, 5.42, 2518
3136, 31.35, 2021-12-09 5:11:23.782오후, 23.43, 5.43, 2495
3137, 31.36, 2021-12-09 5:11:23.792오후, 23.47, 5.44, 2476
3138, 31.37, 2021-12-09 5:11:23.802오후, 23.37, 5.45, 2494
3139, 31.38, 2021-12-09 5:11:23.812오후, 23.37, 5.43, 2481
3140, 31.39, 2021-12-09 5:11:23.822오후, 23.38, 5.43, 2472
3141, 31.4, 2021-12-09 5:11:23.832오후, 23.37, 5.44, 2446
3142, 31.41, 2021-12-09 5:11:23.842오후, 23.34, 5.42, 2433
3143, 31.42, 2021-12-09 5:11:23.852오후, 23.39, 5.42, 2409
3144, 31.43, 2021-12-09 5:11:23.862오후, 23.33, 5.43, 2406
3145, 31.44, 2021-12-09 5:11:23.872오후, 23.30, 5.42, 2390
3146, 31.45, 2021-12-09 5:11:23.882오후, 23.27, 5.43, 2372
3147, 31.46, 2021-12-09 5:11:23.892오후, 23.26, 5.44, 2374
3148, 31.47, 2021-12-09 5:11:23.902오후, 23.25, 5.43, 2370
3149, 31.48, 2021-12-09 5:11:23.912오후, 23.17, 5.43, 2373
3150, 31.49, 2021-12-09 5:11:23.922오후, 23.16, 5.43, 2353
3151, 31.5, 2021-12-09 5:11:23.932오후, 23.14, 5.43, 2338
3152, 31.51, 2021-12-09 5:11:23.942오후, 23.11, 5.41, 2351
3153, 31.52, 2021-12-09 5:11:23.952오후, 23.09, 5.42, 2337
3154, 31.53, 2021-12-09 5:11:23.962오후, 23.07, 5.43, 2334
3155, 31.54, 2021-12-09 5:11:23.972오후, 23.10, 5.41, 2321
3156, 31.55, 2021-12-09 5:11:23.982오후, 23.08, 5.40, 2321
3157, 31.56, 2021-12-09 5:11:23.992오후, 23.11, 5.40, 2319
3158, 31.57, 2021-12-09 5:11:24.002오후, 23.11, 5.43, 2317
3159, 31.58, 2021-12-09 5:11:24.012오후, 23.15, 5.44, 2300
3160, 31.59, 2021-12-09 5:11:24.022오후, 23.10, 5.43, 2286
3161, 31.6, 2021-12-09 5:11:24.032오후, 23.13, 5.42, 2278
3162, 31.61, 2021-12-09 5:11:24.042오후, 23.13, 5.42, 2280
3163, 31.62, 2021-12-09 5:11:24.052오후, 23.14, 5.43, 2267
3164, 31.63, 2021-12-09 5:11:24.062오후, 23.17, 5.42, 2264
3165, 31.64, 2021-12-09 5:11:24.072오후, 23.16, 5.42, 2252
3166, 31.65, 2021-12-09 5:11:24.082오후, 23.18, 5.43, 2246
3167, 31.66, 2021-12-09 5:11:24.092오후, 23.18, 5.43, 2243
3168, 31.67, 2021-12-09 5:11:24.102오후, 23.17, 5.41, 2233
3169, 31.68, 2021-12-09 5:11:24.112오후, 23.17, 5.42, 2227
3170, 31.69, 2021-12-09 5:11:24.122오후, 23.23, 5.45, 2231
3171, 31.7, 2021-12-09 5:11:24.132오후, 23.21, 5.45, 2229
3172, 31.71, 2021-12-09 5:11:24.142오후, 23.18, 5.44, 2230
3173, 31.72, 2021-12-09 5:11:24.152오후, 23.15, 5.43, 2227
3174, 31.73, 2021-12-09 5:11:24.162오후, 23.18, 5.43, 2208
3175, 31.74, 2021-12-09 5:11:24.172오후, 23.20, 5.45, 2225
3176, 31.75, 2021-12-09 5:11:24.182오후, 23.18, 5.45, 2228
3177, 31.76, 2021-12-09 5:11:24.192오후, 23.23, 5.47, 2204
3178, 31.77, 2021-12-09 5:11:24.202오후, 23.16, 5.47, 2203
3179, 31.78, 2021-12-09 5:11:24.212오후, 23.20, 5.47, 2187
3180, 31.79, 2021-12-09 5:11:24.222오후, 23.11, 5.49, 2191
3181, 31.8, 2021-12-09 5:11:24.232오후, 23.06, 5.47, 2223
3182, 31.81, 2021-12-09 5:11:24.242오후, 23.01, 5.46, 2231
3183, 31.82, 2021-12-09 5:11:24.252오후, 23.03, 5.48, 2194
3184, 31.83, 2021-12-09 5:11:24.262오후, 23.03, 5.50, 2188
3185, 31.84, 2021-12-09 5:11:24.272오후, 23.00, 5.48, 2192
3186, 31.85, 2021-12-09 5:11:24.282오후, 22.98, 5.50, 2194
3187, 31.86, 2021-12-09 5:11:24.292오후, 22.95, 5.49, 2191
3188, 31.87, 2021-12-09 5:11:24.302오후, 22.95, 5.52, 2187
3189, 31.88, 2021-12-09 5:11:24.312오후, 22.92, 5.51, 2188
3190, 31.89, 2021-12-09 5:11:24.322오후, 22.94, 5.48, 2157
3191, 31.9, 2021-12-09 5:11:24.332오후, 22.85, 5.45, 2172
3192, 31.91, 2021-12-09 5:11:24.342오후, 22.91, 5.47, 2152
3193, 31.92, 2021-12-09 5:11:24.352오후, 22.91, 5.48, 2163
3194, 31.93, 2021-12-09 5:11:24.362오후, 22.77, 5.45, 2149
3195, 31.94, 2021-12-09 5:11:24.372오후, 22.77, 5.47, 2130
3196, 31.95, 2021-12-09 5:11:24.382오후, 22.73, 5.47, 2136
3197, 31.96, 2021-12-09 5:11:24.392오후, 22.71, 5.48, 2128
3198, 31.97, 2021-12-09 5:11:24.402오후, 22.63, 5.50, 2125
3199, 31.98, 2021-12-09 5:11:24.412오후, 22.54, 5.48, 2132
3200, 31.99, 2021-12-09 5:11:24.422오후, 22.21, 5.44, 2168
3201, 32, 2021-12-09 5:11:24.432오후, 22.11, 5.42, 2176
3202, 32.01, 2021-12-09 5:11:24.442오후, 22.10, 5.46, 2173
3203, 32.02, 2021-12-09 5:11:24.452오후, 22.00, 5.44, 2180
3204, 32.03, 2021-12-09 5:11:24.462오후, 21.80, 5.44, 2209
3205, 32.04, 2021-12-09 5:11:24.472오후, 21.75, 5.46, 2200
3206, 32.05, 2021-12-09 5:11:24.482오후, 21.55, 5.42, 2239
3207, 32.06, 2021-12-09 5:11:24.492오후, 21.44, 5.34, 2282
3208, 32.07, 2021-12-09 5:11:24.502오후, 21.45, 5.39, 2260
3209, 32.08, 2021-12-09 5:11:24.512오후, 21.41, 5.37, 2289
3210, 32.09, 2021-12-09 5:11:24.522오후, 21.35, 5.37, 2305
3211, 32.1, 2021-12-09 5:11:24.532오후, 21.27, 5.34, 2319
3212, 32.11, 2021-12-09 5:11:24.542오후, 21.19, 5.35, 2339
3213, 32.12, 2021-12-09 5:11:24.552오후, 21.24, 5.36, 2334
3214, 32.13, 2021-12-09 5:11:24.562오후, 21.11, 5.35, 2371
3215, 32.14, 2021-12-09 5:11:24.572오후, 21.06, 5.35, 2382
3216, 32.15, 2021-12-09 5:11:24.582오후, 21.08, 5.34, 2363
3217, 32.16, 2021-12-09 5:11:24.592오후, 21.00, 5.31, 2402
3218, 32.17, 2021-12-09 5:11:24.602오후, 20.93, 5.31, 2375
3219, 32.18, 2021-12-09 5:11:24.612오후, 20.92, 5.31, 2368
3220, 32.19, 2021-12-09 5:11:24.622오후, 20.88, 5.33, 2349
3221, 32.2, 2021-12-09 5:11:24.632오후, 20.86, 5.31, 2325
3222, 32.21, 2021-12-09 5:11:24.642오후, 20.87, 5.32, 2295
3223, 32.22, 2021-12-09 5:11:24.652오후, 20.79, 5.31, 2272
3224, 32.23, 2021-12-09 5:11:24.662오후, 20.66, 5.31, 2208
3225, 32.24, 2021-12-09 5:11:24.672오후, 20.61, 5.30, 2159
3226, 32.25, 2021-12-09 5:11:24.682오후, 20.47, 5.31, 2108
3227, 32.26, 2021-12-09 5:11:24.692오후, 20.27, 5.30, 2052
3228, 32.27, 2021-12-09 5:11:24.702오후, 20.00, 5.35, 1956
3229, 32.28, 2021-12-09 5:11:24.712오후, 19.76, 5.39, 1857
3230, 32.29, 2021-12-09 5:11:24.722오후, 19.26, 5.42, 1758
3231, 32.3, 2021-12-09 5:11:24.732오후, 18.65, 5.44, 1664
3232, 32.31, 2021-12-09 5:11:24.742오후, 17.93, 5.57, 1520
3233, 32.32, 2021-12-09 5:11:24.752오후, 17.33, 5.50, 1429
3234, 32.33, 2021-12-09 5:11:24.762오후, 16.15, 5.57, 1324
3235, 32.34, 2021-12-09 5:11:24.772오후, 14.59, 5.65, 1191
3236, 32.35, 2021-12-09 5:11:24.782오후, 13.54, 5.66, 1152
3237, 32.36, 2021-12-09 5:11:24.792오후, 12.18, 5.79, 1102
3238, 32.37, 2021-12-09 5:11:24.802오후, 10.99, 5.94, 1064
3239, 32.38, 2021-12-09 5:11:24.812오후, 10.30, 6.08, 1069
3240, 32.39, 2021-12-09 5:11:24.822오후, 9.85, 6.30, 1058
3241, 32.4, 2021-12-09 5:11:24.832오후, 9.67, 6.39, 1053
3242, 32.41, 2021-12-09 5:11:24.842오후, 9.44, 6.59, 970
3243, 32.42, 2021-12-09 5:11:24.852오후, 9.36, 6.67, 952
3244, 32.43, 2021-12-09 5:11:24.862오후, 9.20, 6.81, 843
3245, 32.44, 2021-12-09 5:11:24.872오후, 9.07, 6.95, 747
3246, 32.45, 2021-12-09 5:11:24.882오후, 8.88, 7.28, 614
3247, 32.46, 2021-12-09 5:11:24.892오후, 8.80, 7.77, 470
3248, 32.47, 2021-12-09 5:11:24.902오후, 8.63, 8.15, 359
3249, 32.48, 2021-12-09 5:11:24.912오후, 8.50, 8.40, 257
3250, 32.49, 2021-12-09 5:11:24.922오후, 8.23, 8.45, 184
3251, 32.5, 2021-12-09 5:11:24.932오후, 8.22, 8.51, 131
3252, 32.51, 2021-12-09 5:11:24.942오후, 6.47, 8.40, 57
3253, 32.52, 2021-12-09 5:11:24.952오후, 5.60, 8.26, 14
3254, 32.53, 2021-12-09 5:11:24.962오후, -0.51, -0.51, 0
3255, 32.54, 2021-12-09 5:11:24.972오후, -0.51, -0.51, 0
3256, 32.55, 2021-12-09 5:11:24.982오후, -0.51, -0.51, 0
3257, 32.56, 2021-12-09 5:11:24.992오후, -0.51, -0.51, 0
3258, 32.57, 2021-12-09 5:11:25.002오후, -0.51, -0.51, 0
3259, 32.58, 2021-12-09 5:11:25.012오후, -0.51, -0.51, 0
3260, 32.59, 2021-12-09 5:11:25.022오후, -0.51, -0.51, 0
3261, 32.6, 2021-12-09 5:11:25.032오후, -0.51, -0.51, 0
3262, 32.61, 2021-12-09 5:11:25.042오후, -0.51, -0.51, 0
3263, 32.62, 2021-12-09 5:11:25.052오후, -0.51, -0.51, 0
3264, 32.63, 2021-12-09 5:11:25.062오후, -0.51, -0.51, 0
3265, 32.64, 2021-12-09 5:11:25.072오후, -0.51, -0.51, 0
3266, 32.65, 2021-12-09 5:11:25.082오후, -0.51, -0.51, 0
3267, 32.66, 2021-12-09 5:11:25.092오후, -0.51, -0.51, 0
3268, 32.67, 2021-12-09 5:11:25.102오후, -0.51, -0.51, 0
3269, 32.68, 2021-12-09 5:11:25.112오후, -0.51, -0.51, 0
3270, 32.69, 2021-12-09 5:11:25.122오후, -0.51, -0.51, 0
3271, 32.7, 2021-12-09 5:11:25.132오후, -0.51, -0.51, 0
3272, 32.71, 2021-12-09 5:11:25.142오후, -0.51, -0.51, 0
3273, 32.72, 2021-12-09 5:11:25.152오후, -0.51, -0.51, 0
3274, 32.73, 2021-12-09 5:11:25.162오후, -0.51, -0.51, 0
3275, 32.74, 2021-12-09 5:11:25.172오후, -0.51, -0.51, 0
3276, 32.75, 2021-12-09 5:11:25.182오후, -0.51, -0.51, 0
3277, 32.76, 2021-12-09 5:11:25.192오후, -0.51, -0.51, 0
3278, 32.77, 2021-12-09 5:11:25.202오후, -0.51, -0.51, 0
3279, 32.78, 2021-12-09 5:11:25.212오후, -0.51, -0.51, 0
3280, 32.79, 2021-12-09 5:11:25.222오후, -0.51, -0.51, 0
3281, 32.8, 2021-12-09 5:11:25.232오후, -0.51, -0.51, 0
3282, 32.81, 2021-12-09 5:11:25.242오후, -0.51, -0.51, 0
3283, 32.82, 2021-12-09 5:11:25.252오후, -0.51, -0.51, 0
3284, 32.83, 2021-12-09 5:11:25.262오후, -0.51, -0.51, 0
3285, 32.84, 2021-12-09 5:11:25.272오후, -0.51, -0.51, 0
3286, 32.85, 2021-12-09 5:11:25.282오후, -0.51, -0.51, 0
3287, 32.86, 2021-12-09 5:11:25.292오후, -0.51, -0.51, 0
3288, 32.87, 2021-12-09 5:11:25.302오후, -0.51, -0.51, 0
3289, 32.88, 2021-12-09 5:11:25.312오후, -0.51, -0.51, 0
3290, 32.89, 2021-12-09 5:11:25.322오후, -0.51, -0.51, 0
3291, 32.9, 2021-12-09 5:11:25.332오후, -0.51, -0.51, 0
3292, 32.91, 2021-12-09 5:11:25.342오후, -0.51, -0.51, 0
3293, 32.92, 2021-12-09 5:11:25.352오후, -0.51, -0.51, 0
3294, 32.93, 2021-12-09 5:11:25.362오후, -0.51, -0.51, 0
3295, 32.94, 2021-12-09 5:11:25.372오후, 25.82, 5.28, 18
3296, 32.95, 2021-12-09 5:11:25.382오후, 26.02, 5.83, 62
3297, 32.96, 2021-12-09 5:11:25.392오후, 26.25, 5.53, 162
3298, 32.97, 2021-12-09 5:11:25.402오후, 26.24, 5.23, 264
3299, 32.98, 2021-12-09 5:11:25.412오후, 26.26, 5.20, 393
3300, 32.99, 2021-12-09 5:11:25.422오후, 26.23, 5.15, 560
3301, 33, 2021-12-09 5:11:25.432오후, 26.14, 5.16, 724
3302, 33.01, 2021-12-09 5:11:25.442오후, 26.09, 5.16, 813
3303, 33.02, 2021-12-09 5:11:25.452오후, 26.02, 5.14, 894
3304, 33.03, 2021-12-09 5:11:25.462오후, 25.90, 5.13, 979
3305, 33.04, 2021-12-09 5:11:25.472오후, 25.80, 5.15, 1046
3306, 33.05, 2021-12-09 5:11:25.482오후, 25.70, 5.18, 1080
3307, 33.06, 2021-12-09 5:11:25.492오후, 25.63, 5.19, 1091
3308, 33.07, 2021-12-09 5:11:25.502오후, 25.56, 5.19, 1114
3309, 33.08, 2021-12-09 5:11:25.512오후, 25.20, 5.11, 1146
3310, 33.09, 2021-12-09 5:11:25.522오후, 24.90, 5.05, 1205
3311, 33.1, 2021-12-09 5:11:25.532오후, 24.59, 4.99, 1328
3312, 33.11, 2021-12-09 5:11:25.542오후, 24.35, 4.97, 1473
3313, 33.12, 2021-12-09 5:11:25.552오후, 24.25, 4.97, 1675
3314, 33.13, 2021-12-09 5:11:25.562오후, 23.98, 5.03, 1929
3315, 33.14, 2021-12-09 5:11:25.572오후, 23.94, 5.06, 2207
3316, 33.15, 2021-12-09 5:11:25.582오후, 23.94, 5.07, 2494
3317, 33.16, 2021-12-09 5:11:25.592오후, 23.97, 5.10, 2716
3318, 33.17, 2021-12-09 5:11:25.602오후, 23.84, 5.08, 2908
3319, 33.18, 2021-12-09 5:11:25.612오후, 23.75, 5.06, 3076
3320, 33.19, 2021-12-09 5:11:25.622오후, 23.62, 5.00, 3273
3321, 33.2, 2021-12-09 5:11:25.632오후, 23.44, 4.94, 3443
3322, 33.21, 2021-12-09 5:11:25.642오후, 23.38, 4.89, 3603
3323, 33.22, 2021-12-09 5:11:25.652오후, 23.27, 4.86, 3790
3324, 33.23, 2021-12-09 5:11:25.662오후, 23.14, 4.83, 4043
3325, 33.24, 2021-12-09 5:11:25.672오후, 23.11, 4.82, 4260
3326, 33.25, 2021-12-09 5:11:25.682오후, 23.07, 4.81, 4529
3327, 33.26, 2021-12-09 5:11:25.692오후, 23.06, 4.83, 4779
3328, 33.27, 2021-12-09 5:11:25.702오후, 23.02, 4.81, 5012
3329, 33.28, 2021-12-09 5:11:25.712오후, 22.98, 4.80, 5209
3330, 33.29, 2021-12-09 5:11:25.722오후, 22.97, 4.80, 5403
3331, 33.3, 2021-12-09 5:11:25.732오후, 22.89, 4.81, 5521
3332, 33.31, 2021-12-09 5:11:25.742오후, 22.82, 4.77, 5652
3333, 33.32, 2021-12-09 5:11:25.752오후, 22.80, 4.75, 5782
3334, 33.33, 2021-12-09 5:11:25.762오후, 22.59, 4.75, 5939
3335, 33.34, 2021-12-09 5:11:25.772오후, 22.53, 4.73, 6041
3336, 33.35, 2021-12-09 5:11:25.782오후, 22.35, 4.72, 6160
3337, 33.36, 2021-12-09 5:11:25.792오후, 22.32, 4.71, 6174
3338, 33.37, 2021-12-09 5:11:25.802오후, 22.23, 4.70, 6188
3339, 33.38, 2021-12-09 5:11:25.812오후, 22.12, 4.67, 6182
3340, 33.39, 2021-12-09 5:11:25.822오후, 21.99, 4.65, 6113
3341, 33.4, 2021-12-09 5:11:25.832오후, 21.87, 4.63, 6027
3342, 33.41, 2021-12-09 5:11:25.842오후, 21.55, 4.65, 5969
3343, 33.42, 2021-12-09 5:11:25.852오후, 21.23, 4.64, 5931
3344, 33.43, 2021-12-09 5:11:25.862오후, 20.98, 4.63, 5834
3345, 33.44, 2021-12-09 5:11:25.872오후, 20.77, 4.63, 5751
3346, 33.45, 2021-12-09 5:11:25.882오후, 20.58, 4.64, 5697
3347, 33.46, 2021-12-09 5:11:25.892오후, 20.26, 4.66, 5727
3348, 33.47, 2021-12-09 5:11:25.902오후, 20.08, 4.65, 5675
3349, 33.48, 2021-12-09 5:11:25.912오후, 19.86, 4.67, 5696
3350, 33.49, 2021-12-09 5:11:25.922오후, 19.70, 4.68, 5654
3351, 33.5, 2021-12-09 5:11:25.932오후, 19.47, 4.68, 5683
3352, 33.51, 2021-12-09 5:11:25.942오후, 19.27, 4.68, 5712
3353, 33.52, 2021-12-09 5:11:25.952오후, 19.01, 4.69, 5701
3354, 33.53, 2021-12-09 5:11:25.962오후, 18.80, 4.69, 5653
3355, 33.54, 2021-12-09 5:11:25.972오후, 18.57, 4.70, 5638
3356, 33.55, 2021-12-09 5:11:25.982오후, 18.36, 4.70, 5631
3357, 33.56, 2021-12-09 5:11:25.992오후, 18.11, 4.69, 5607
3358, 33.57, 2021-12-09 5:11:26.002오후, 17.81, 4.69, 5587
3359, 33.58, 2021-12-09 5:11:26.012오후, 17.51, 4.68, 5554
3360, 33.59, 2021-12-09 5:11:26.022오후, 17.22, 4.66, 5512
3361, 33.6, 2021-12-09 5:11:26.032오후, 16.93, 4.65, 5485
3362, 33.61, 2021-12-09 5:11:26.042오후, 16.63, 4.67, 5459
3363, 33.62, 2021-12-09 5:11:26.052오후, 16.47, 4.66, 5538
