DATA_TYPE COF
VERSION Tekscan 압력 측정 시스템 7.00-23
HARDWARE 00114-A988
MAP_VERSION 8.0
HW_TYPE 7
VersaPogoFsx 0
VersaV6CuffFsx 1
파일 이름 C:\Tekscan\FScan\Database\MOVIES\이재영\02L.fsx
SENSOR_TYPE FSCAN
ROWS 60
COLS 21
ROW_SPACING 0.508 centimeters
COL_SPACING 0.508 centimeters
SENSEL_AREA 0.258064 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.01
MICRO_SECOND 1
TIME 2021-12-09 5:01:40.181오후
SATURATION_PRESSURE 816.499 KPa 
CALIBRATION_POINT_1 179 (Pounds) 9636 (Raw Sum) 372 (Number of Loaded Cells)
CALIBRATION_MODE_1 단계
CALIBRATION_INFO C:\Tekscan\FScan\Database\MOVIES\이재영\02L.fsx
SENSITIVITY 기본
MAP_INDEX 1
SUBMAP 1
START_FRAME 1
END_FRAME 10518
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
45, 0.44, 2021-12-09 5:01:40.621오후, 19.89, 5.09, 5354
46, 0.45, 2021-12-09 5:01:40.631오후, 19.91, 5.10, 5363
47, 0.46, 2021-12-09 5:01:40.641오후, 19.91, 5.10, 5355
48, 0.47, 2021-12-09 5:01:40.651오후, 19.89, 5.10, 5349
49, 0.48, 2021-12-09 5:01:40.661오후, 19.86, 5.10, 5359
50, 0.49, 2021-12-09 5:01:40.671오후, 19.80, 5.09, 5359
51, 0.5, 2021-12-09 5:01:40.681오후, 19.79, 5.09, 5354
52, 0.51, 2021-12-09 5:01:40.691오후, 19.75, 5.08, 5355
53, 0.52, 2021-12-09 5:01:40.701오후, 19.78, 5.08, 5351
54, 0.53, 2021-12-09 5:01:40.711오후, 19.73, 5.08, 5350
55, 0.54, 2021-12-09 5:01:40.721오후, 19.73, 5.08, 5347
56, 0.55, 2021-12-09 5:01:40.731오후, 19.75, 5.05, 5348
57, 0.56, 2021-12-09 5:01:40.741오후, 19.75, 5.05, 5342
58, 0.57, 2021-12-09 5:01:40.751오후, 19.73, 5.06, 5324
59, 0.58, 2021-12-09 5:01:40.761오후, 19.71, 5.05, 5342
60, 0.59, 2021-12-09 5:01:40.771오후, 19.66, 5.06, 5347
61, 0.6, 2021-12-09 5:01:40.781오후, 19.70, 5.06, 5349
62, 0.61, 2021-12-09 5:01:40.791오후, 19.69, 5.07, 5357
63, 0.62, 2021-12-09 5:01:40.801오후, 19.69, 5.06, 5352
64, 0.63, 2021-12-09 5:01:40.811오후, 19.68, 5.07, 5360
65, 0.64, 2021-12-09 5:01:40.821오후, 19.66, 5.06, 5372
66, 0.65, 2021-12-09 5:01:40.831오후, 19.68, 5.06, 5381
67, 0.66, 2021-12-09 5:01:40.841오후, 19.63, 5.07, 5372
68, 0.67, 2021-12-09 5:01:40.851오후, 19.64, 5.07, 5377
69, 0.68, 2021-12-09 5:01:40.861오후, 19.59, 5.08, 5387
70, 0.69, 2021-12-09 5:01:40.871오후, 19.60, 5.07, 5380
71, 0.7, 2021-12-09 5:01:40.881오후, 19.57, 5.07, 5399
72, 0.71, 2021-12-09 5:01:40.891오후, 19.60, 5.07, 5378
73, 0.72, 2021-12-09 5:01:40.901오후, 19.59, 5.07, 5385
74, 0.73, 2021-12-09 5:01:40.911오후, 19.58, 5.08, 5397
75, 0.74, 2021-12-09 5:01:40.921오후, 19.57, 5.07, 5396
76, 0.75, 2021-12-09 5:01:40.931오후, 19.57, 5.07, 5394
77, 0.76, 2021-12-09 5:01:40.941오후, 19.56, 5.07, 5411
78, 0.77, 2021-12-09 5:01:40.951오후, 19.56, 5.08, 5416
79, 0.78, 2021-12-09 5:01:40.961오후, 19.57, 5.08, 5415
80, 0.79, 2021-12-09 5:01:40.971오후, 19.56, 5.08, 5426
81, 0.8, 2021-12-09 5:01:40.981오후, 19.60, 5.08, 5413
82, 0.81, 2021-12-09 5:01:40.991오후, 19.56, 5.08, 5429
83, 0.82, 2021-12-09 5:01:41.001오후, 19.59, 5.07, 5404
84, 0.83, 2021-12-09 5:01:41.011오후, 19.55, 5.06, 5417
85, 0.84, 2021-12-09 5:01:41.021오후, 19.57, 5.07, 5411
86, 0.85, 2021-12-09 5:01:41.031오후, 19.57, 5.07, 5413
87, 0.86, 2021-12-09 5:01:41.041오후, 19.58, 5.07, 5412
88, 0.87, 2021-12-09 5:01:41.051오후, 19.57, 5.06, 5425
89, 0.88, 2021-12-09 5:01:41.061오후, 19.56, 5.07, 5419
90, 0.89, 2021-12-09 5:01:41.071오후, 19.59, 5.07, 5422
91, 0.9, 2021-12-09 5:01:41.081오후, 19.56, 5.06, 5431
92, 0.91, 2021-12-09 5:01:41.091오후, 19.56, 5.07, 5430
93, 0.92, 2021-12-09 5:01:41.101오후, 19.57, 5.06, 5427
94, 0.93, 2021-12-09 5:01:41.111오후, 19.60, 5.07, 5425
95, 0.94, 2021-12-09 5:01:41.121오후, 19.56, 5.07, 5433
96, 0.95, 2021-12-09 5:01:41.131오후, 19.59, 5.07, 5425
97, 0.96, 2021-12-09 5:01:41.141오후, 19.59, 5.06, 5437
98, 0.97, 2021-12-09 5:01:41.151오후, 19.59, 5.07, 5427
99, 0.98, 2021-12-09 5:01:41.161오후, 19.58, 5.07, 5440
100, 0.99, 2021-12-09 5:01:41.171오후, 19.59, 5.07, 5432
101, 1, 2021-12-09 5:01:41.181오후, 19.59, 5.07, 5439
102, 1.01, 2021-12-09 5:01:41.191오후, 19.57, 5.06, 5451
103, 1.02, 2021-12-09 5:01:41.201오후, 19.60, 5.06, 5446
104, 1.03, 2021-12-09 5:01:41.211오후, 19.62, 5.07, 5449
105, 1.04, 2021-12-09 5:01:41.221오후, 19.60, 5.06, 5453
106, 1.05, 2021-12-09 5:01:41.231오후, 19.62, 5.06, 5453
107, 1.06, 2021-12-09 5:01:41.241오후, 19.61, 5.05, 5450
108, 1.07, 2021-12-09 5:01:41.251오후, 19.61, 5.06, 5452
109, 1.08, 2021-12-09 5:01:41.261오후, 19.63, 5.06, 5459
110, 1.09, 2021-12-09 5:01:41.271오후, 19.61, 5.06, 5456
111, 1.1, 2021-12-09 5:01:41.281오후, 19.61, 5.07, 5455
112, 1.11, 2021-12-09 5:01:41.291오후, 19.63, 5.07, 5455
113, 1.12, 2021-12-09 5:01:41.301오후, 19.65, 5.07, 5450
114, 1.13, 2021-12-09 5:01:41.311오후, 19.64, 5.06, 5456
115, 1.14, 2021-12-09 5:01:41.321오후, 19.65, 5.06, 5449
116, 1.15, 2021-12-09 5:01:41.331오후, 19.67, 5.07, 5452
117, 1.16, 2021-12-09 5:01:41.341오후, 19.65, 5.06, 5452
118, 1.17, 2021-12-09 5:01:41.351오후, 19.66, 5.08, 5454
119, 1.18, 2021-12-09 5:01:41.361오후, 19.66, 5.07, 5451
120, 1.19, 2021-12-09 5:01:41.371오후, 19.65, 5.06, 5463
121, 1.2, 2021-12-09 5:01:41.381오후, 19.66, 5.07, 5464
122, 1.21, 2021-12-09 5:01:41.391오후, 19.68, 5.06, 5458
123, 1.22, 2021-12-09 5:01:41.401오후, 19.65, 5.06, 5467
124, 1.23, 2021-12-09 5:01:41.411오후, 19.67, 5.06, 5460
125, 1.24, 2021-12-09 5:01:41.421오후, 19.68, 5.07, 5453
126, 1.25, 2021-12-09 5:01:41.431오후, 19.66, 5.05, 5469
127, 1.26, 2021-12-09 5:01:41.441오후, 19.65, 5.06, 5469
128, 1.27, 2021-12-09 5:01:41.451오후, 19.65, 5.06, 5459
129, 1.28, 2021-12-09 5:01:41.461오후, 19.67, 5.06, 5463
130, 1.29, 2021-12-09 5:01:41.471오후, 19.65, 5.06, 5460
131, 1.3, 2021-12-09 5:01:41.481오후, 19.66, 5.05, 5464
132, 1.31, 2021-12-09 5:01:41.491오후, 19.65, 5.06, 5465
133, 1.32, 2021-12-09 5:01:41.501오후, 19.65, 5.05, 5466
134, 1.33, 2021-12-09 5:01:41.511오후, 19.66, 5.06, 5464
135, 1.34, 2021-12-09 5:01:41.521오후, 19.64, 5.06, 5464
136, 1.35, 2021-12-09 5:01:41.531오후, 19.66, 5.06, 5461
137, 1.36, 2021-12-09 5:01:41.541오후, 19.66, 5.06, 5462
138, 1.37, 2021-12-09 5:01:41.551오후, 19.64, 5.05, 5472
139, 1.38, 2021-12-09 5:01:41.561오후, 19.64, 5.06, 5465
140, 1.39, 2021-12-09 5:01:41.571오후, 19.64, 5.05, 5469
141, 1.4, 2021-12-09 5:01:41.581오후, 19.64, 5.06, 5468
142, 1.41, 2021-12-09 5:01:41.591오후, 19.66, 5.06, 5467
143, 1.42, 2021-12-09 5:01:41.601오후, 19.65, 5.06, 5466
144, 1.43, 2021-12-09 5:01:41.611오후, 19.67, 5.06, 5459
145, 1.44, 2021-12-09 5:01:41.621오후, 19.65, 5.06, 5460
146, 1.45, 2021-12-09 5:01:41.631오후, 19.64, 5.06, 5470
147, 1.46, 2021-12-09 5:01:41.641오후, 19.65, 5.06, 5464
148, 1.47, 2021-12-09 5:01:41.651오후, 19.67, 5.06, 5453
149, 1.48, 2021-12-09 5:01:41.661오후, 19.65, 5.06, 5460
150, 1.49, 2021-12-09 5:01:41.671오후, 19.66, 5.05, 5461
151, 1.5, 2021-12-09 5:01:41.681오후, 19.66, 5.06, 5455
152, 1.51, 2021-12-09 5:01:41.691오후, 19.68, 5.06, 5449
153, 1.52, 2021-12-09 5:01:41.701오후, 19.67, 5.06, 5451
154, 1.53, 2021-12-09 5:01:41.711오후, 19.68, 5.06, 5445
155, 1.54, 2021-12-09 5:01:41.721오후, 19.71, 5.06, 5425
156, 1.55, 2021-12-09 5:01:41.731오후, 19.69, 5.05, 5442
157, 1.56, 2021-12-09 5:01:41.741오후, 19.70, 5.06, 5439
158, 1.57, 2021-12-09 5:01:41.751오후, 19.73, 5.06, 5425
159, 1.58, 2021-12-09 5:01:41.761오후, 19.73, 5.06, 5434
160, 1.59, 2021-12-09 5:01:41.771오후, 19.73, 5.06, 5439
161, 1.6, 2021-12-09 5:01:41.781오후, 19.73, 5.06, 5439
162, 1.61, 2021-12-09 5:01:41.791오후, 19.71, 5.06, 5444
163, 1.62, 2021-12-09 5:01:41.801오후, 19.74, 5.06, 5439
164, 1.63, 2021-12-09 5:01:41.811오후, 19.75, 5.06, 5435
165, 1.64, 2021-12-09 5:01:41.821오후, 19.77, 5.06, 5435
166, 1.65, 2021-12-09 5:01:41.831오후, 19.77, 5.06, 5432
167, 1.66, 2021-12-09 5:01:41.841오후, 19.74, 5.06, 5444
168, 1.67, 2021-12-09 5:01:41.851오후, 19.78, 5.06, 5422
169, 1.68, 2021-12-09 5:01:41.861오후, 19.78, 5.05, 5422
170, 1.69, 2021-12-09 5:01:41.871오후, 19.79, 5.06, 5419
171, 1.7, 2021-12-09 5:01:41.881오후, 19.79, 5.06, 5417
172, 1.71, 2021-12-09 5:01:41.891오후, 19.81, 5.06, 5409
173, 1.72, 2021-12-09 5:01:41.901오후, 19.81, 5.06, 5412
174, 1.73, 2021-12-09 5:01:41.911오후, 19.83, 5.07, 5405
175, 1.74, 2021-12-09 5:01:41.921오후, 19.83, 5.07, 5407
176, 1.75, 2021-12-09 5:01:41.931오후, 19.82, 5.06, 5412
177, 1.76, 2021-12-09 5:01:41.941오후, 19.85, 5.07, 5405
178, 1.77, 2021-12-09 5:01:41.951오후, 19.84, 5.06, 5414
179, 1.78, 2021-12-09 5:01:41.961오후, 19.85, 5.07, 5410
180, 1.79, 2021-12-09 5:01:41.971오후, 19.88, 5.07, 5398
181, 1.8, 2021-12-09 5:01:41.981오후, 19.88, 5.07, 5400
182, 1.81, 2021-12-09 5:01:41.991오후, 19.88, 5.07, 5394
183, 1.82, 2021-12-09 5:01:42.001오후, 19.89, 5.07, 5395
184, 1.83, 2021-12-09 5:01:42.011오후, 19.90, 5.07, 5406
185, 1.84, 2021-12-09 5:01:42.021오후, 19.90, 5.07, 5415
186, 1.85, 2021-12-09 5:01:42.031오후, 19.96, 5.08, 5405
187, 1.86, 2021-12-09 5:01:42.041오후, 19.97, 5.08, 5407
188, 1.87, 2021-12-09 5:01:42.051오후, 19.99, 5.08, 5396
189, 1.88, 2021-12-09 5:01:42.061오후, 20.02, 5.08, 5390
190, 1.89, 2021-12-09 5:01:42.071오후, 20.02, 5.08, 5392
191, 1.9, 2021-12-09 5:01:42.081오후, 20.03, 5.09, 5401
192, 1.91, 2021-12-09 5:01:42.091오후, 20.04, 5.09, 5392
193, 1.92, 2021-12-09 5:01:42.101오후, 20.06, 5.09, 5388
194, 1.93, 2021-12-09 5:01:42.111오후, 20.05, 5.08, 5402
195, 1.94, 2021-12-09 5:01:42.121오후, 20.11, 5.10, 5388
196, 1.95, 2021-12-09 5:01:42.131오후, 20.13, 5.09, 5385
197, 1.96, 2021-12-09 5:01:42.141오후, 20.16, 5.10, 5378
198, 1.97, 2021-12-09 5:01:42.151오후, 20.18, 5.10, 5375
199, 1.98, 2021-12-09 5:01:42.161오후, 20.20, 5.11, 5380
200, 1.99, 2021-12-09 5:01:42.171오후, 20.20, 5.10, 5368
201, 2, 2021-12-09 5:01:42.181오후, 20.24, 5.10, 5381
202, 2.01, 2021-12-09 5:01:42.191오후, 20.28, 5.11, 5387
203, 2.02, 2021-12-09 5:01:42.201오후, 20.32, 5.11, 5372
204, 2.03, 2021-12-09 5:01:42.211오후, 20.32, 5.10, 5369
205, 2.04, 2021-12-09 5:01:42.221오후, 20.35, 5.10, 5367
206, 2.05, 2021-12-09 5:01:42.231오후, 20.30, 5.11, 5383
207, 2.06, 2021-12-09 5:01:42.241오후, 20.31, 5.11, 5392
208, 2.07, 2021-12-09 5:01:42.251오후, 20.31, 5.10, 5390
209, 2.08, 2021-12-09 5:01:42.261오후, 20.29, 5.11, 5425
210, 2.09, 2021-12-09 5:01:42.271오후, 20.30, 5.12, 5436
211, 2.1, 2021-12-09 5:01:42.281오후, 20.30, 5.12, 5438
212, 2.11, 2021-12-09 5:01:42.291오후, 20.31, 5.12, 5440
213, 2.12, 2021-12-09 5:01:42.301오후, 20.30, 5.12, 5449
214, 2.13, 2021-12-09 5:01:42.311오후, 20.31, 5.12, 5452
215, 2.14, 2021-12-09 5:01:42.321오후, 20.30, 5.12, 5455
216, 2.15, 2021-12-09 5:01:42.331오후, 20.27, 5.11, 5447
217, 2.16, 2021-12-09 5:01:42.341오후, 20.29, 5.12, 5471
218, 2.17, 2021-12-09 5:01:42.351오후, 20.30, 5.11, 5458
219, 2.18, 2021-12-09 5:01:42.361오후, 20.31, 5.11, 5458
220, 2.19, 2021-12-09 5:01:42.371오후, 20.31, 5.12, 5457
221, 2.2, 2021-12-09 5:01:42.381오후, 20.30, 5.11, 5462
222, 2.21, 2021-12-09 5:01:42.391오후, 20.32, 5.11, 5461
223, 2.22, 2021-12-09 5:01:42.401오후, 20.30, 5.12, 5452
224, 2.23, 2021-12-09 5:01:42.411오후, 20.31, 5.13, 5460
225, 2.24, 2021-12-09 5:01:42.421오후, 20.33, 5.13, 5452
226, 2.25, 2021-12-09 5:01:42.431오후, 20.34, 5.13, 5463
227, 2.26, 2021-12-09 5:01:42.441오후, 20.35, 5.13, 5454
228, 2.27, 2021-12-09 5:01:42.451오후, 20.37, 5.13, 5455
229, 2.28, 2021-12-09 5:01:42.461오후, 20.37, 5.14, 5469
230, 2.29, 2021-12-09 5:01:42.471오후, 20.38, 5.13, 5481
231, 2.3, 2021-12-09 5:01:42.481오후, 20.36, 5.13, 5487
232, 2.31, 2021-12-09 5:01:42.491오후, 20.38, 5.13, 5508
233, 2.32, 2021-12-09 5:01:42.501오후, 20.38, 5.13, 5508
234, 2.33, 2021-12-09 5:01:42.511오후, 20.39, 5.14, 5505
235, 2.34, 2021-12-09 5:01:42.521오후, 20.41, 5.14, 5519
236, 2.35, 2021-12-09 5:01:42.531오후, 20.44, 5.13, 5517
237, 2.36, 2021-12-09 5:01:42.541오후, 20.44, 5.14, 5519
238, 2.37, 2021-12-09 5:01:42.551오후, 20.46, 5.14, 5538
239, 2.38, 2021-12-09 5:01:42.561오후, 20.47, 5.13, 5554
240, 2.39, 2021-12-09 5:01:42.571오후, 20.47, 5.14, 5563
241, 2.4, 2021-12-09 5:01:42.581오후, 20.54, 5.14, 5555
242, 2.41, 2021-12-09 5:01:42.591오후, 20.55, 5.14, 5562
243, 2.42, 2021-12-09 5:01:42.601오후, 20.58, 5.14, 5564
244, 2.43, 2021-12-09 5:01:42.611오후, 20.58, 5.14, 5579
245, 2.44, 2021-12-09 5:01:42.621오후, 20.61, 5.15, 5592
246, 2.45, 2021-12-09 5:01:42.631오후, 20.60, 5.15, 5606
247, 2.46, 2021-12-09 5:01:42.641오후, 20.60, 5.15, 5615
248, 2.47, 2021-12-09 5:01:42.651오후, 20.62, 5.15, 5619
249, 2.48, 2021-12-09 5:01:42.661오후, 20.61, 5.15, 5637
250, 2.49, 2021-12-09 5:01:42.671오후, 20.63, 5.14, 5633
251, 2.5, 2021-12-09 5:01:42.681오후, 20.62, 5.14, 5637
252, 2.51, 2021-12-09 5:01:42.691오후, 20.62, 5.14, 5642
253, 2.52, 2021-12-09 5:01:42.701오후, 20.58, 5.15, 5646
254, 2.53, 2021-12-09 5:01:42.711오후, 20.61, 5.15, 5637
255, 2.54, 2021-12-09 5:01:42.721오후, 20.58, 5.16, 5628
256, 2.55, 2021-12-09 5:01:42.731오후, 20.63, 5.16, 5615
257, 2.56, 2021-12-09 5:01:42.741오후, 20.62, 5.16, 5622
258, 2.57, 2021-12-09 5:01:42.751오후, 20.64, 5.16, 5610
259, 2.58, 2021-12-09 5:01:42.761오후, 20.60, 5.16, 5609
260, 2.59, 2021-12-09 5:01:42.771오후, 20.64, 5.16, 5599
261, 2.6, 2021-12-09 5:01:42.781오후, 20.62, 5.15, 5600
262, 2.61, 2021-12-09 5:01:42.791오후, 20.57, 5.15, 5610
263, 2.62, 2021-12-09 5:01:42.801오후, 20.58, 5.15, 5598
264, 2.63, 2021-12-09 5:01:42.811오후, 20.58, 5.16, 5591
265, 2.64, 2021-12-09 5:01:42.821오후, 20.66, 5.16, 5574
266, 2.65, 2021-12-09 5:01:42.831오후, 20.72, 5.16, 5546
267, 2.66, 2021-12-09 5:01:42.841오후, 20.72, 5.17, 5530
268, 2.67, 2021-12-09 5:01:42.851오후, 20.77, 5.15, 5498
269, 2.68, 2021-12-09 5:01:42.861오후, 20.78, 5.17, 5462
270, 2.69, 2021-12-09 5:01:42.871오후, 20.83, 5.17, 5416
271, 2.7, 2021-12-09 5:01:42.881오후, 20.98, 5.19, 5355
272, 2.71, 2021-12-09 5:01:42.891오후, 21.17, 5.21, 5267
273, 2.72, 2021-12-09 5:01:42.901오후, 21.14, 5.21, 5210
274, 2.73, 2021-12-09 5:01:42.911오후, 20.97, 5.19, 5148
275, 2.74, 2021-12-09 5:01:42.921오후, 20.84, 5.18, 5063
276, 2.75, 2021-12-09 5:01:42.931오후, 20.60, 5.17, 4979
277, 2.76, 2021-12-09 5:01:42.941오후, 20.27, 5.15, 4840
278, 2.77, 2021-12-09 5:01:42.951오후, 19.92, 5.14, 4593
279, 2.78, 2021-12-09 5:01:42.961오후, 19.19, 5.10, 4266
280, 2.79, 2021-12-09 5:01:42.971오후, 18.35, 5.01, 3919
281, 2.8, 2021-12-09 5:01:42.981오후, 17.55, 4.97, 3479
282, 2.81, 2021-12-09 5:01:42.991오후, 16.39, 4.97, 2990
283, 2.82, 2021-12-09 5:01:43.001오후, 15.23, 4.90, 2622
284, 2.83, 2021-12-09 5:01:43.011오후, 13.77, 4.88, 2235
285, 2.84, 2021-12-09 5:01:43.021오후, 12.41, 4.99, 1889
286, 2.85, 2021-12-09 5:01:43.031오후, 12.04, 5.04, 1696
287, 2.86, 2021-12-09 5:01:43.041오후, 11.57, 5.09, 1462
288, 2.87, 2021-12-09 5:01:43.051오후, 10.91, 5.21, 1221
289, 2.88, 2021-12-09 5:01:43.061오후, 10.31, 5.42, 1011
290, 2.89, 2021-12-09 5:01:43.071오후, 9.54, 5.49, 780
291, 2.9, 2021-12-09 5:01:43.081오후, 9.36, 5.62, 561
292, 2.91, 2021-12-09 5:01:43.091오후, 8.80, 6.20, 283
293, 2.92, 2021-12-09 5:01:43.101오후, 7.15, 6.57, 95
294, 2.93, 2021-12-09 5:01:43.111오후, 5.45, 7.99, 37
295, 2.94, 2021-12-09 5:01:43.121오후, 5.48, 8.20, 12
296, 2.95, 2021-12-09 5:01:43.131오후, -0.51, -0.51, 0
297, 2.96, 2021-12-09 5:01:43.141오후, -0.51, -0.51, 0
298, 2.97, 2021-12-09 5:01:43.151오후, -0.51, -0.51, 0
299, 2.98, 2021-12-09 5:01:43.161오후, 25.89, 5.10, 13
300, 2.99, 2021-12-09 5:01:43.171오후, -0.51, -0.51, 0
301, 3, 2021-12-09 5:01:43.181오후, -0.51, -0.51, 0
302, 3.01, 2021-12-09 5:01:43.191오후, -0.51, -0.51, 0
303, 3.02, 2021-12-09 5:01:43.201오후, -0.51, -0.51, 0
304, 3.03, 2021-12-09 5:01:43.211오후, -0.51, -0.51, 0
305, 3.04, 2021-12-09 5:01:43.221오후, -0.51, -0.51, 0
306, 3.05, 2021-12-09 5:01:43.231오후, -0.51, -0.51, 0
307, 3.06, 2021-12-09 5:01:43.241오후, -0.51, -0.51, 0
308, 3.07, 2021-12-09 5:01:43.251오후, -0.51, -0.51, 0
309, 3.08, 2021-12-09 5:01:43.261오후, -0.51, -0.51, 0
310, 3.09, 2021-12-09 5:01:43.271오후, -0.51, -0.51, 0
311, 3.1, 2021-12-09 5:01:43.281오후, -0.51, -0.51, 0
312, 3.11, 2021-12-09 5:01:43.291오후, -0.51, -0.51, 0
313, 3.12, 2021-12-09 5:01:43.301오후, -0.51, -0.51, 0
314, 3.13, 2021-12-09 5:01:43.311오후, -0.51, -0.51, 0
315, 3.14, 2021-12-09 5:01:43.321오후, -0.51, -0.51, 0
316, 3.15, 2021-12-09 5:01:43.331오후, -0.51, -0.51, 0
317, 3.16, 2021-12-09 5:01:43.341오후, -0.51, -0.51, 0
318, 3.17, 2021-12-09 5:01:43.351오후, -0.51, -0.51, 0
319, 3.18, 2021-12-09 5:01:43.361오후, -0.51, -0.51, 0
320, 3.19, 2021-12-09 5:01:43.371오후, -0.51, -0.51, 0
321, 3.2, 2021-12-09 5:01:43.381오후, -0.51, -0.51, 0
322, 3.21, 2021-12-09 5:01:43.391오후, -0.51, -0.51, 0
323, 3.22, 2021-12-09 5:01:43.401오후, -0.51, -0.51, 0
324, 3.23, 2021-12-09 5:01:43.411오후, -0.51, -0.51, 0
325, 3.24, 2021-12-09 5:01:43.421오후, -0.51, -0.51, 0
326, 3.25, 2021-12-09 5:01:43.431오후, -0.51, -0.51, 0
327, 3.26, 2021-12-09 5:01:43.441오후, -0.51, -0.51, 0
328, 3.27, 2021-12-09 5:01:43.451오후, -0.51, -0.51, 0
329, 3.28, 2021-12-09 5:01:43.461오후, -0.51, -0.51, 0
330, 3.29, 2021-12-09 5:01:43.471오후, -0.51, -0.51, 0
331, 3.3, 2021-12-09 5:01:43.481오후, -0.51, -0.51, 0
332, 3.31, 2021-12-09 5:01:43.491오후, -0.51, -0.51, 0
333, 3.32, 2021-12-09 5:01:43.501오후, 25.96, 5.18, 10
