15:14:57:380,3.83,0.19,-1.32
15:14:57:464,3.83,0.16,-1.31
15:14:57:464,3.82,0.21,-1.35
15:14:57:464,3.81,0.19,-1.32
15:14:57:464,3.84,0.17,-1.35
15:14:57:480,3.83,0.18,-1.33
15:14:57:484,3.82,0.21,-1.31
15:14:57:484,3.85,0.21,-1.35
15:14:57:484,3.84,0.19,-1.33
15:14:57:500,3.82,0.19,-1.29
15:14:57:500,3.82,0.21,-1.32
15:14:57:500,3.83,0.17,-1.30
15:14:57:536,3.84,0.20,-1.32
15:14:57:536,3.85,0.21,-1.31
15:14:57:536,3.84,0.18,-1.31
15:14:57:536,3.85,0.20,-1.26
15:14:57:608,3.80,0.23,-1.31
15:14:57:608,3.81,0.20,-1.27
15:14:57:624,3.82,0.21,-1.27
15:14:57:624,3.83,0.21,-1.30
15:14:57:639,3.81,0.21,-1.29
15:14:57:644,3.83,0.19,-1.28
15:14:57:660,3.83,0.20,-1.30
15:14:57:722,3.84,0.20,-1.32
15:14:57:738,3.82,0.19,-1.31
15:14:57:754,3.82,0.20,-1.33
15:14:57:816,3.83,0.22,-1.32
15:14:57:847,3.83,0.21,-1.31
15:14:57:863,3.83,0.19,-1.31
15:14:57:863,3.81,0.20,-1.32
15:14:57:894,3.83,0.21,-1.33
15:14:57:910,3.83,0.19,-1.35
15:14:57:972,3.82,0.20,-1.31
15:14:57:972,3.84,0.17,-1.35
15:14:58:30,3.83,0.20,-1.34
15:14:58:45,3.83,0.18,-1.32
15:14:58:84,3.85,0.18,-1.33
15:14:58:165,3.82,0.19,-1.35
15:14:58:185,3.81,0.20,-1.32
15:14:58:198,3.84,0.17,-1.31
15:14:58:253,3.83,0.19,-1.34
15:14:58:253,3.80,0.20,-1.32
15:14:58:364,3.83,0.18,-1.34
15:14:58:377,3.86,0.18,-1.32
15:14:58:383,3.82,0.22,-1.31
15:14:58:437,3.84,0.19,-1.29
15:14:58:443,3.86,0.17,-1.33
15:14:58:574,3.81,0.20,-1.32
15:14:58:609,3.83,0.20,-1.31
15:14:58:638,3.85,0.22,-1.36
15:14:58:638,3.82,0.21,-1.31
15:14:58:651,3.81,0.20,-1.30
15:14:58:713,3.82,0.21,-1.32
15:14:58:769,3.84,0.20,-1.34
15:14:58:769,3.82,0.19,-1.33
15:14:58:769,3.82,0.20,-1.31
15:14:58:800,3.81,0.20,-1.28
15:14:58:857,3.84,0.17,-1.29
15:14:58:922,3.83,0.20,-1.33
15:14:59:83,3.81,0.21,-1.30
15:14:59:83,3.82,0.21,-1.33
15:14:59:160,3.82,0.22,-1.29
15:14:59:160,3.84,0.21,-1.31
15:14:59:160,3.84,0.19,-1.35
15:14:59:160,3.83,0.22,-1.30
15:14:59:183,3.81,0.24,-1.28
15:14:59:189,3.84,0.19,-1.31
15:14:59:440,3.83,0.21,-1.31
15:14:59:469,3.84,0.22,-1.31
15:14:59:713,3.83,0.20,-1.35
15:14:59:713,3.83,0.20,-1.30
15:14:59:713,3.81,0.21,-1.31
15:14:59:713,3.83,0.20,-1.31
15:14:59:788,3.80,0.17,-1.36
15:14:59:788,3.83,0.19,-1.26
15:14:59:824,3.82,0.18,-1.32
15:14:59:830,3.81,0.17,-1.35
15:14:59:837,3.83,0.20,-1.34
15:14:59:853,3.83,0.18,-1.38
15:14:59:853,3.82,0.17,-1.34
15:14:59:892,3.83,0.16,-1.31
15:14:59:892,3.82,0.19,-1.32
15:15:0:61,3.82,0.20,-1.32
15:15:0:447,3.82,0.18,-1.35
15:15:0:447,3.82,0.16,-1.37
15:15:0:447,3.82,0.18,-1.31
15:15:0:542,3.83,0.18,-1.35
15:15:0:542,3.83,0.16,-1.36
15:15:0:690,3.83,0.16,-1.31
15:15:0:690,3.84,0.17,-1.33
15:15:0:690,3.83,0.17,-1.34
15:15:0:690,3.82,0.14,-1.32
15:15:0:690,3.82,0.16,-1.36
15:15:0:690,3.83,0.17,-1.38
15:15:0:799,3.80,0.15,-1.37
15:15:0:799,3.80,0.15,-1.35
15:15:0:799,3.83,0.18,-1.34
15:15:0:799,3.82,0.16,-1.34
15:15:0:799,3.82,0.16,-1.33
15:15:0:799,3.84,0.16,-1.36
15:15:0:868,3.84,0.15,-1.38
15:15:0:899,3.81,0.17,-1.36
15:15:0:930,3.80,0.18,-1.36
